,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
B_hierarchical,0,622.7850254074456,24.233949243656184,0.0,0.8936464164234592,27.56500486162563,0.0,False,log
C_full,1,621.5454315182885,25.834741331013447,1.2395938891568967,2.9310616251298888e-15,27.511349646508723,0.970970234539631,False,log
A_baseline,2,592.4868957821891,12.345028914335217,30.29812962525642,0.1063535835765379,24.75434607451284,8.807711520299847,False,log
