dept_bin,n,bayes_mae,bayes_rmse,bayes_r2,fused_mae,fused_rmse,fused_r2,fused_bias,pi90_coverage,kalman_rmse_improvement_pct
0,89,0.19713995339880824,0.23433804221902707,-0.6072428355924078,0.15344402692734957,0.20441163649766045,-0.22294558715746793,-0.09476771264299402,0.898876404494382,12.770613528210461
1,103,0.04954216917807948,0.08146379433567105,0.5628273795767778,0.06448369840896927,0.09988113510729636,0.3428104868985782,-0.027687793701202425,1.0,-22.608007547177067
