split,N,TVR_RMSE,TVR_MAE,GroupMean_RMSE,Skill_vs_GroupMean_pct,Coverage80,Coverage95,OldLocalLevel_RMSE,Skill_vs_OldModel_pct
train,823,0.14779628443614287,0.10166067586093337,0.15948389728439477,7.328396814513708,0.8602673147023087,0.9720534629404617,0.13985776432052796,-5.67613829248786
validation,182,0.16453416866684983,0.1185410617839291,0.20416641906297311,19.411738021373193,0.7967032967032966,0.945054945054945,0.15193421206387317,-8.293034486320723
test,192,0.15339902007848608,0.10339639062575882,0.1619858833047519,5.300994784904145,0.859375,0.984375,0.13160751262638357,-16.557950999321545
