group,incentive,y_cf,y_base_model,uplift
0,170.0,-0.037607202035493996,-0.17324718376639078,0.13563998173089678
0,175.0,-0.0368469026278273,-0.17324718376639078,0.13640028113856348
0,180.0,-0.03610790294797791,-0.17324718376639078,0.13713928081841287
0,185.0,-0.03538904202619297,-0.17324718376639078,0.1378581417401978
0,190.0,-0.034689251300170885,-0.17324718376639078,0.1385579324662199
0,195.0,-0.034007545061097065,-0.17324718376639078,0.1392396387052937
0,200.0,-0.033343012103357904,-0.17324718376639078,0.13990417166303287
1,0.0,-0.15182862025409802,-0.15182862025409802,0.0
1,5.0,-0.10456099587504085,-0.15182862025409802,0.04726762437905717
1,10.0,-0.0885707918449189,-0.15182862025409802,0.06325782840917912
1,15.0,-0.07868616752471357,-0.15182862025409802,0.07314245272938445
1,20.0,-0.07151240288708621,-0.15182862025409802,0.0803162173670118
1,25.0,-0.06587819778123401,-0.15182862025409802,0.08595042247286401
1,30.0,-0.061238102892957294,-0.15182862025409802,0.09059051736114072
1,35.0,-0.05729337149598372,-0.15182862025409802,0.0945352487581143
1,40.0,-0.053862496693348735,-0.15182862025409802,0.09796612356074928
1,45.0,-0.050826902936916434,-0.15182862025409802,0.10100171731718158
1,50.0,-0.04810484464506989,-0.15182862025409802,0.10372377560902812
1,55.0,-0.04563757453675891,-0.15182862025409802,0.10619104571733912
1,60.0,-0.043381451413325826,-0.15182862025409802,0.10844716884077218
1,65.0,-0.041303167465861775,-0.15182862025409802,0.11052545278823625
1,70.0,-0.03937672325758817,-0.15182862025409802,0.11245189699650984
1,75.0,-0.03758143455193103,-0.15182862025409802,0.11424718570216699
1,80.0,-0.035900575467253885,-0.15182862025409802,0.11592804478684413
1,85.0,-0.03432042874227114,-0.15182862025409802,0.11750819151182687
1,90.0,-0.032829604793279364,-0.15182862025409802,0.11899901546081865
1,95.0,-0.03141854314565642,-0.15182862025409802,0.1204100771084416
1,100.0,-0.03007914059424354,-0.15182862025409802,0.12174947965985447
1,105.0,-0.028804469300361145,-0.15182862025409802,0.12302415095373687
1,110.0,-0.027588559922024934,-0.15182862025409802,0.12424006033207308
1,115.0,-0.0264262325653142,-0.15182862025409802,0.1254023876887838
1,120.0,-0.02531296343573982,-0.15182862025409802,0.1265156568183582
1,125.0,-0.024244778508029044,-0.15182862025409802,0.12758384174606896
1,130.0,-0.023218167900168465,-0.15182862025409802,0.12861045235392954
1,135.0,-0.022230016294742597,-0.15182862025409802,0.1295986039593554
1,140.0,-0.021277545928637634,-0.15182862025409802,0.13055107432546037
1,145.0,-0.020358269521485742,-0.15182862025409802,0.13147035073261226
1,150.0,-0.01946995113353879,-0.15182862025409802,0.1323586691205592
1,155.0,-0.01861057340217688,-0.15182862025409802,0.13321804685192112
1,160.0,-0.01777830994896175,-0.15182862025409802,0.13405031030513626
1,165.0,-0.016971502007938302,-0.15182862025409802,0.1348571182461597
1,170.0,-0.016188638523201196,-0.15182862025409802,0.1356399817308968
1,175.0,-0.0154283391155345,-0.15182862025409802,0.1364002811385635
1,180.0,-0.014689339435685083,-0.15182862025409802,0.13713928081841292
1,185.0,-0.013970478513900169,-0.15182862025409802,0.13785814174019784
1,190.0,-0.01327068778787806,-0.15182862025409802,0.13855793246621995
1,195.0,-0.012588981548804239,-0.15182862025409802,0.13923963870529377
1,200.0,-0.011924448591065078,-0.15182862025409802,0.13990417166303293
2,0.0,-0.11806942865945382,-0.11806942865945382,0.0
2,5.0,-0.07080180428039666,-0.11806942865945382,0.047267624379057155
2,10.0,-0.054811600250274706,-0.11806942865945382,0.06325782840917911
2,15.0,-0.04492697593006936,-0.11806942865945382,0.07314245272938445
2,20.0,-0.03775321129244201,-0.11806942865945382,0.0803162173670118
2,25.0,-0.03211900618658982,-0.11806942865945382,0.085950422472864
2,30.0,-0.027478911298313112,-0.11806942865945382,0.09059051736114071
2,35.0,-0.02353417990133954,-0.11806942865945382,0.09453524875811428
2,40.0,-0.020103305098704553,-0.11806942865945382,0.09796612356074927
2,45.0,-0.01706771134227223,-0.11806942865945382,0.10100171731718158
2,50.0,-0.014345653050425698,-0.11806942865945382,0.10372377560902812
2,55.0,-0.01187838294211472,-0.11806942865945382,0.10619104571733909
2,60.0,-0.009622259818681624,-0.11806942865945382,0.10844716884077218
2,65.0,-0.0075439758712175856,-0.11806942865945382,0.11052545278823622
2,70.0,-0.0056175316629439795,-0.11806942865945382,0.11245189699650984
2,75.0,-0.0038222429572868435,-0.11806942865945382,0.11424718570216696
2,80.0,-0.0021413838726096826,-0.11806942865945382,0.11592804478684413
2,85.0,-0.0005612371476269515,-0.11806942865945382,0.11750819151182687
2,90.0,0.0009295868013648317,-0.11806942865945382,0.11899901546081865
2,95.0,0.0023406484489877748,-0.11806942865945382,0.1204100771084416
2,100.0,0.003680051000400652,-0.11806942865945382,0.12174947965985447
2,105.0,0.004954722294283061,-0.11806942865945382,0.12302415095373688
2,110.0,0.006170631672619244,-0.11806942865945382,0.12424006033207306
2,115.0,0.007332959029330007,-0.11806942865945382,0.1254023876887838
2,120.0,0.0084462281589044,-0.11806942865945382,0.12651565681835822
2,125.0,0.009514413086615128,-0.11806942865945382,0.12758384174606893
2,130.0,0.01054102369447572,-0.11806942865945382,0.12861045235392954
2,135.0,0.011529175299901617,-0.11806942865945382,0.12959860395935544
2,140.0,0.012481645666006565,-0.11806942865945382,0.13055107432546037
2,145.0,0.01340092207315843,-0.11806942865945382,0.13147035073261223
2,150.0,0.014289240461105409,-0.11806942865945382,0.1323586691205592
2,155.0,0.015148618192467319,-0.11806942865945382,0.13321804685192112
2,160.0,0.015980881645682423,-0.11806942865945382,0.13405031030513623
2,165.0,0.01678768958670587,-0.11806942865945382,0.13485711824615967
2,170.0,0.017570553071443003,-0.11806942865945382,0.1356399817308968
2,175.0,0.0183308524791097,-0.11806942865945382,0.1364002811385635
2,180.0,0.01906985215895909,-0.11806942865945382,0.1371392808184129
2,185.0,0.019788713080744032,-0.11806942865945382,0.13785814174019784
2,190.0,0.020488503806766114,-0.11806942865945382,0.13855793246621992
2,195.0,0.021170210045839934,-0.11806942865945382,0.13923963870529374
2,200.0,0.021834743003579096,-0.11806942865945382,0.1399041716630329
3,0.0,-0.14811278321266308,-0.14811278321266308,0.0
3,5.0,-0.10084515883360594,-0.14811278321266308,0.04726762437905714
3,10.0,-0.08485495480348397,-0.14811278321266308,0.06325782840917911
3,15.0,-0.07497033048327864,-0.14811278321266308,0.07314245272938444
3,20.0,-0.06779656584565129,-0.14811278321266308,0.08031621736701179
3,25.0,-0.0621623607397991,-0.14811278321266308,0.08595042247286398
3,30.0,-0.05752226585152238,-0.14811278321266308,0.0905905173611407
3,35.0,-0.05357753445454881,-0.14811278321266308,0.09453524875811427
3,40.0,-0.050146659651913825,-0.14811278321266308,0.09796612356074925
3,45.0,-0.047111065895481516,-0.14811278321266308,0.10100171731718156
3,50.0,-0.04438900760363497,-0.14811278321266308,0.10372377560902811
3,55.0,-0.04192173749532398,-0.14811278321266308,0.1061910457173391
3,60.0,-0.039665614371890895,-0.14811278321266308,0.10844716884077218
3,65.0,-0.03758733042442684,-0.14811278321266308,0.11052545278823624
3,70.0,-0.03566088621615325,-0.14811278321266308,0.11245189699650983
3,75.0,-0.0338655975104961,-0.14811278321266308,0.11424718570216698
3,80.0,-0.032184738425818954,-0.14811278321266308,0.11592804478684413
3,85.0,-0.030604591700836223,-0.14811278321266308,0.11750819151182686
3,90.0,-0.029113767751844453,-0.14811278321266308,0.11899901546081862
3,95.0,-0.027702706104221507,-0.14811278321266308,0.12041007710844157
3,100.0,-0.02636330355280863,-0.14811278321266308,0.12174947965985444
3,105.0,-0.02508863225892622,-0.14811278321266308,0.12302415095373687
3,110.0,-0.023872722880590037,-0.14811278321266308,0.12424006033207305
3,115.0,-0.022710395523879275,-0.14811278321266308,0.1254023876887838
3,120.0,-0.02159712639430488,-0.14811278321266308,0.1265156568183582
3,125.0,-0.020528941466594154,-0.14811278321266308,0.12758384174606893
3,130.0,-0.01950233085873356,-0.14811278321266308,0.1286104523539295
3,135.0,-0.018514179253307665,-0.14811278321266308,0.1295986039593554
3,140.0,-0.017561708887202716,-0.14811278321266308,0.13055107432546037
3,145.0,-0.016642432480050852,-0.14811278321266308,0.13147035073261223
3,150.0,-0.015754114092103873,-0.14811278321266308,0.1323586691205592
3,155.0,-0.014894736360741963,-0.14811278321266308,0.13321804685192112
3,160.0,-0.014062472907526859,-0.14811278321266308,0.13405031030513623
3,165.0,-0.013255664966503412,-0.14811278321266308,0.13485711824615967
3,170.0,-0.012472801481766278,-0.14811278321266308,0.1356399817308968
3,175.0,-0.01171250207409958,-0.14811278321266308,0.1364002811385635
3,180.0,-0.010973502394250191,-0.14811278321266308,0.1371392808184129
3,185.0,-0.01025464147246525,-0.14811278321266308,0.13785814174019784
3,190.0,-0.009554850746443168,-0.14811278321266308,0.13855793246621992
3,195.0,-0.008873144507369347,-0.14811278321266308,0.13923963870529374
3,200.0,-0.008208611549630186,-0.14811278321266308,0.1399041716630329
4,0.0,-0.17274985125834577,-0.17274985125834577,0.0
4,5.0,-0.12548222687928864,-0.17274985125834577,0.04726762437905713
4,10.0,-0.10949202284916668,-0.17274985125834577,0.0632578284091791
4,15.0,-0.09960739852896135,-0.17274985125834577,0.07314245272938442
4,20.0,-0.092433633891334,-0.17274985125834577,0.08031621736701178
4,25.0,-0.08679942878548179,-0.17274985125834577,0.08595042247286398
4,30.0,-0.08215933389720508,-0.17274985125834577,0.0905905173611407
4,35.0,-0.0782146025002315,-0.17274985125834577,0.09453524875811427
4,40.0,-0.07478372769759652,-0.17274985125834577,0.09796612356074925
4,45.0,-0.07174813394116421,-0.17274985125834577,0.10100171731718156
4,50.0,-0.06902607564931766,-0.17274985125834577,0.10372377560902811
4,55.0,-0.06655880554100668,-0.17274985125834577,0.10619104571733909
4,60.0,-0.0643026824175736,-0.17274985125834577,0.10844716884077217
4,65.0,-0.06222439847010955,-0.17274985125834577,0.11052545278823622
4,70.0,-0.06029795426183594,-0.17274985125834577,0.11245189699650983
4,75.0,-0.05850266555617881,-0.17274985125834577,0.11424718570216696
4,80.0,-0.05682180647150166,-0.17274985125834577,0.11592804478684411
4,85.0,-0.055241659746518915,-0.17274985125834577,0.11750819151182686
4,90.0,-0.05375083579752714,-0.17274985125834577,0.11899901546081863
4,95.0,-0.0523397741499042,-0.17274985125834577,0.12041007710844157
4,100.0,-0.05100037159849132,-0.17274985125834577,0.12174947965985444
4,105.0,-0.049725700304608926,-0.17274985125834577,0.12302415095373684
4,110.0,-0.04850979092627274,-0.17274985125834577,0.12424006033207302
4,115.0,-0.04734746356956198,-0.17274985125834577,0.12540238768878378
4,120.0,-0.04623419443998757,-0.17274985125834577,0.1265156568183582
4,125.0,-0.04516600951227686,-0.17274985125834577,0.1275838417460689
4,130.0,-0.044139398904416254,-0.17274985125834577,0.1286104523539295
4,135.0,-0.04315124729899037,-0.17274985125834577,0.1295986039593554
4,140.0,-0.04219877693288542,-0.17274985125834577,0.13055107432546034
4,145.0,-0.04127950052573356,-0.17274985125834577,0.1314703507326122
4,150.0,-0.04039118213778658,-0.17274985125834577,0.13235866912055919
4,155.0,-0.03953180440642467,-0.17274985125834577,0.1332180468519211
4,160.0,-0.03869954095320955,-0.17274985125834577,0.13405031030513623
4,165.0,-0.037892733012186104,-0.17274985125834577,0.13485711824615967
4,170.0,-0.03710986952744897,-0.17274985125834577,0.1356399817308968
4,175.0,-0.03634957011978227,-0.17274985125834577,0.1364002811385635
4,180.0,-0.03561057043993288,-0.17274985125834577,0.1371392808184129
4,185.0,-0.03489170951814794,-0.17274985125834577,0.13785814174019784
4,190.0,-0.03419191879212586,-0.17274985125834577,0.13855793246621992
4,195.0,-0.03351021255305204,-0.17274985125834577,0.13923963870529374
4,200.0,-0.03284567959531288,-0.17274985125834577,0.1399041716630329
5,0.0,-0.1565622105783509,-0.1565622105783509,0.0
5,5.0,-0.10929458619929373,-0.1565622105783509,0.04726762437905717
5,10.0,-0.09330438216917179,-0.1565622105783509,0.06325782840917911
5,15.0,-0.08341975784896645,-0.1565622105783509,0.07314245272938445
5,20.0,-0.0762459932113391,-0.1565622105783509,0.0803162173670118
5,25.0,-0.0706117881054869,-0.1565622105783509,0.085950422472864
5,30.0,-0.06597169321721019,-0.1565622105783509,0.09059051736114071
5,35.0,-0.06202696182023662,-0.1565622105783509,0.09453524875811428
5,40.0,-0.058596087017601634,-0.1565622105783509,0.09796612356074927
5,45.0,-0.05556049326116931,-0.1565622105783509,0.10100171731718159
5,50.0,-0.05283843496932278,-0.1565622105783509,0.10372377560902812
5,55.0,-0.050371164861011786,-0.1565622105783509,0.10619104571733912
5,60.0,-0.04811504173757869,-0.1565622105783509,0.10844716884077221
5,65.0,-0.04603675779011465,-0.1565622105783509,0.11052545278823625
5,70.0,-0.04411031358184106,-0.1565622105783509,0.11245189699650984
5,75.0,-0.04231502487618391,-0.1565622105783509,0.11424718570216699
5,80.0,-0.04063416579150675,-0.1565622105783509,0.11592804478684415
5,85.0,-0.03905401906652403,-0.1565622105783509,0.11750819151182687
5,90.0,-0.037563195117532255,-0.1565622105783509,0.11899901546081865
5,95.0,-0.03615213346990931,-0.1565622105783509,0.1204100771084416
5,100.0,-0.03481273091849643,-0.1565622105783509,0.12174947965985447
5,105.0,-0.03353805962461401,-0.1565622105783509,0.1230241509537369
5,110.0,-0.032322150246277825,-0.1565622105783509,0.12424006033207308
5,115.0,-0.031159822889567063,-0.1565622105783509,0.12540238768878384
5,120.0,-0.030046553759992684,-0.1565622105783509,0.12651565681835822
5,125.0,-0.02897836883228195,-0.1565622105783509,0.12758384174606896
5,130.0,-0.02795175822442137,-0.1565622105783509,0.12861045235392954
5,135.0,-0.026963606618995474,-0.1565622105783509,0.12959860395935544
5,140.0,-0.026011136252890525,-0.1565622105783509,0.13055107432546037
5,145.0,-0.02509185984573866,-0.1565622105783509,0.13147035073261223
5,150.0,-0.02420354145779168,-0.1565622105783509,0.1323586691205592
5,155.0,-0.02334416372642977,-0.1565622105783509,0.13321804685192112
5,160.0,-0.022511900273214654,-0.1565622105783509,0.13405031030513626
5,165.0,-0.021705092332191207,-0.1565622105783509,0.1348571182461597
5,170.0,-0.020922228847454073,-0.1565622105783509,0.13563998173089684
5,175.0,-0.020161929439787375,-0.1565622105783509,0.13640028113856353
5,180.0,-0.019422929759937986,-0.1565622105783509,0.13713928081841292
5,185.0,-0.018704068838153044,-0.1565622105783509,0.13785814174019786
5,190.0,-0.018004278112130963,-0.1565622105783509,0.13855793246621995
5,195.0,-0.017322571873057142,-0.1565622105783509,0.13923963870529377
5,200.0,-0.01665803891531798,-0.1565622105783509,0.13990417166303293
6,0.0,-0.17324718376639078,-0.17324718376639078,0.0
6,5.0,-0.12597955938733366,-0.17324718376639078,0.04726762437905713
6,10.0,-0.1099893553572117,-0.17324718376639078,0.06325782840917908
6,15.0,-0.10010473103700636,-0.17324718376639078,0.07314245272938442
6,20.0,-0.09293096639937902,-0.17324718376639078,0.08031621736701176
6,25.0,-0.08729676129352681,-0.17324718376639078,0.08595042247286397
6,30.0,-0.0826566664052501,-0.17324718376639078,0.09059051736114068
6,35.0,-0.07871193500827653,-0.17324718376639078,0.09453524875811425
6,40.0,-0.07528106020564154,-0.17324718376639078,0.09796612356074924
6,45.0,-0.07224546644920922,-0.17324718376639078,0.10100171731718156
6,50.0,-0.06952340815736269,-0.17324718376639078,0.1037237756090281
6,55.0,-0.06705613804905171,-0.17324718376639078,0.10619104571733907
6,60.0,-0.06480001492561861,-0.17324718376639078,0.10844716884077217
6,65.0,-0.06272173097815457,-0.17324718376639078,0.11052545278823621
6,70.0,-0.06079528676988097,-0.17324718376639078,0.11245189699650981
6,75.0,-0.05899999806422383,-0.17324718376639078,0.11424718570216695
6,80.0,-0.05731913897954667,-0.17324718376639078,0.11592804478684411
6,85.0,-0.05573899225456394,-0.17324718376639078,0.11750819151182684
6,90.0,-0.054248168305572164,-0.17324718376639078,0.11899901546081862
6,95.0,-0.052837106657949225,-0.17324718376639078,0.12041007710844157
6,100.0,-0.05149770410653635,-0.17324718376639078,0.12174947965985444
6,105.0,-0.05022303281265394,-0.17324718376639078,0.12302415095373684
6,110.0,-0.049007123434317755,-0.17324718376639078,0.12424006033207302
6,115.0,-0.04784479607760699,-0.17324718376639078,0.12540238768878378
6,120.0,-0.0467315269480326,-0.17324718376639078,0.1265156568183582
6,125.0,-0.04566334202032187,-0.17324718376639078,0.1275838417460689
6,130.0,-0.04463673141246128,-0.17324718376639078,0.1286104523539295
6,135.0,-0.0436485798070354,-0.17324718376639078,0.12959860395935538
6,140.0,-0.042696109440930434,-0.17324718376639078,0.13055107432546034
6,145.0,-0.04177683303377857,-0.17324718376639078,0.1314703507326122
6,150.0,-0.04088851464583159,-0.17324718376639078,0.13235866912055919
6,155.0,-0.04002913691446968,-0.17324718376639078,0.1332180468519211
6,160.0,-0.039196873461254576,-0.17324718376639078,0.1340503103051362
6,165.0,-0.03839006552023113,-0.17324718376639078,0.13485711824615965
6,170.0,-0.037607202035493996,-0.17324718376639078,0.13563998173089678
6,175.0,-0.0368469026278273,-0.17324718376639078,0.13640028113856348
6,180.0,-0.03610790294797791,-0.17324718376639078,0.13713928081841287
6,185.0,-0.03538904202619297,-0.17324718376639078,0.1378581417401978
6,190.0,-0.034689251300170885,-0.17324718376639078,0.1385579324662199
6,195.0,-0.034007545061097065,-0.17324718376639078,0.1392396387052937
6,200.0,-0.033343012103357904,-0.17324718376639078,0.13990417166303287
7,0.0,-0.16191040658258385,-0.16191040658258385,0.0
7,5.0,-0.11464278220352672,-0.16191040658258385,0.04726762437905713
7,10.0,-0.09865257817340475,-0.16191040658258385,0.0632578284091791
7,15.0,-0.08876795385319944,-0.16191040658258385,0.07314245272938441
7,20.0,-0.08159418921557209,-0.16191040658258385,0.08031621736701176
7,25.0,-0.0759599841097199,-0.16191040658258385,0.08595042247286395
7,30.0,-0.07131988922144318,-0.16191040658258385,0.09059051736114067
7,35.0,-0.06737515782446961,-0.16191040658258385,0.09453524875811424
7,40.0,-0.06394428302183461,-0.16191040658258385,0.09796612356074924
7,45.0,-0.0609086892654023,-0.16191040658258385,0.10100171731718155
7,50.0,-0.05818663097355575,-0.16191040658258385,0.1037237756090281
7,55.0,-0.05571936086524479,-0.16191040658258385,0.10619104571733906
7,60.0,-0.05346323774181169,-0.16191040658258385,0.10844716884077216
7,65.0,-0.051384953794347654,-0.16191040658258385,0.1105254527882362
7,70.0,-0.049458509586074034,-0.16191040658258385,0.11245189699650981
7,75.0,-0.0476632208804169,-0.16191040658258385,0.11424718570216695
7,80.0,-0.045982361795739744,-0.16191040658258385,0.1159280447868441
7,85.0,-0.044402215070757,-0.16191040658258385,0.11750819151182684
7,90.0,-0.04291139112176522,-0.16191040658258385,0.11899901546081862
7,95.0,-0.041500329474142277,-0.16191040658258385,0.12041007710844157
7,100.0,-0.0401609269227294,-0.16191040658258385,0.12174947965985444
7,105.0,-0.038886255628847004,-0.16191040658258385,0.12302415095373684
7,110.0,-0.03767034625051082,-0.16191040658258385,0.12424006033207302
7,115.0,-0.03650801889380006,-0.16191040658258385,0.12540238768878378
7,120.0,-0.03539474976422565,-0.16191040658258385,0.1265156568183582
7,125.0,-0.03432656483651494,-0.16191040658258385,0.1275838417460689
7,130.0,-0.03329995422865433,-0.16191040658258385,0.1286104523539295
7,135.0,-0.032311802623228435,-0.16191040658258385,0.1295986039593554
7,140.0,-0.0313593322571235,-0.16191040658258385,0.13055107432546034
7,145.0,-0.030440055849971635,-0.16191040658258385,0.1314703507326122
7,150.0,-0.029551737462024656,-0.16191040658258385,0.13235866912055919
7,155.0,-0.028692359730662746,-0.16191040658258385,0.1332180468519211
7,160.0,-0.027860096277447642,-0.16191040658258385,0.1340503103051362
7,165.0,-0.027053288336424196,-0.16191040658258385,0.13485711824615965
7,170.0,-0.02627042485168706,-0.16191040658258385,0.13563998173089678
7,175.0,-0.025510125444020364,-0.16191040658258385,0.13640028113856348
7,180.0,-0.024771125764170975,-0.16191040658258385,0.13713928081841287
7,185.0,-0.024052264842386033,-0.16191040658258385,0.1378581417401978
7,190.0,-0.02335247411636395,-0.16191040658258385,0.1385579324662199
7,195.0,-0.02267076787729013,-0.16191040658258385,0.1392396387052937
7,200.0,-0.02200623491955097,-0.16191040658258385,0.13990417166303287
8,0.0,-0.19670137972928461,-0.19670137972928461,0.0
8,5.0,-0.14943375535022746,-0.19670137972928461,0.047267624379057155
8,10.0,-0.1334435513201055,-0.19670137972928461,0.06325782840917912
8,15.0,-0.12355892699990018,-0.19670137972928461,0.07314245272938444
8,20.0,-0.11638516236227282,-0.19670137972928461,0.08031621736701179
8,25.0,-0.11075095725642063,-0.19670137972928461,0.08595042247286398
8,30.0,-0.10611086236814392,-0.19670137972928461,0.0905905173611407
8,35.0,-0.10216613097117035,-0.19670137972928461,0.09453524875811427
8,40.0,-0.09873525616853536,-0.19670137972928461,0.09796612356074925
8,45.0,-0.09569966241210304,-0.19670137972928461,0.10100171731718158
8,50.0,-0.0929776041202565,-0.19670137972928461,0.10372377560902811
8,55.0,-0.09051033401194553,-0.19670137972928461,0.10619104571733909
8,60.0,-0.08825421088851243,-0.19670137972928461,0.10844716884077218
8,65.0,-0.08617592694104839,-0.19670137972928461,0.11052545278823622
8,70.0,-0.08424948273277479,-0.19670137972928461,0.11245189699650983
8,75.0,-0.08245419402711765,-0.19670137972928461,0.11424718570216696
8,80.0,-0.08077333494244049,-0.19670137972928461,0.11592804478684413
8,85.0,-0.07919318821745776,-0.19670137972928461,0.11750819151182686
8,90.0,-0.07770236426846598,-0.19670137972928461,0.11899901546081863
8,95.0,-0.07629130262084305,-0.19670137972928461,0.12041007710844157
8,100.0,-0.07495190006943014,-0.19670137972928461,0.12174947965985447
8,105.0,-0.07367722877554775,-0.19670137972928461,0.12302415095373687
8,110.0,-0.07246131939721157,-0.19670137972928461,0.12424006033207305
8,115.0,-0.0712989920405008,-0.19670137972928461,0.1254023876887838
8,120.0,-0.0701857229109264,-0.19670137972928461,0.12651565681835822
8,125.0,-0.06911753798321568,-0.19670137972928461,0.12758384174606893
8,130.0,-0.0680909273753551,-0.19670137972928461,0.1286104523539295
8,135.0,-0.06710277576992918,-0.19670137972928461,0.12959860395935544
8,140.0,-0.06615030540382424,-0.19670137972928461,0.13055107432546037
8,145.0,-0.06523102899667238,-0.19670137972928461,0.13147035073261223
8,150.0,-0.0643427106087254,-0.19670137972928461,0.1323586691205592
8,155.0,-0.06348333287736349,-0.19670137972928461,0.13321804685192112
8,160.0,-0.06265106942414839,-0.19670137972928461,0.13405031030513623
8,165.0,-0.06184426148312494,-0.19670137972928461,0.13485711824615967
8,170.0,-0.06106139799838778,-0.19670137972928461,0.13563998173089684
8,175.0,-0.06030109859072108,-0.19670137972928461,0.13640028113856353
8,180.0,-0.05956209891087172,-0.19670137972928461,0.1371392808184129
8,185.0,-0.05884323798908675,-0.19670137972928461,0.13785814174019786
8,190.0,-0.058143447263064696,-0.19670137972928461,0.13855793246621992
8,195.0,-0.057461741023990875,-0.19670137972928461,0.13923963870529374
8,200.0,-0.056797208066251714,-0.19670137972928461,0.1399041716630329
9,0.0,-0.21473472074177447,-0.21473472074177447,0.0
9,5.0,-0.16746709636271734,-0.21473472074177447,0.04726762437905713
9,10.0,-0.15147689233259534,-0.21473472074177447,0.06325782840917912
9,15.0,-0.14159226801239003,-0.21473472074177447,0.07314245272938444
9,20.0,-0.13441850337476266,-0.21473472074177447,0.0803162173670118
9,25.0,-0.12878429826891047,-0.21473472074177447,0.085950422472864
9,30.0,-0.12414420338063376,-0.21473472074177447,0.09059051736114071
9,35.0,-0.12019947198366018,-0.21473472074177447,0.09453524875811428
9,40.0,-0.1167685971810252,-0.21473472074177447,0.09796612356074927
9,45.0,-0.11373300342459289,-0.21473472074177447,0.10100171731718158
9,50.0,-0.11101094513274634,-0.21473472074177447,0.10372377560902812
9,55.0,-0.10854367502443535,-0.21473472074177447,0.10619104571733912
9,60.0,-0.10628755190100225,-0.21473472074177447,0.10844716884077221
9,65.0,-0.10420926795353821,-0.21473472074177447,0.11052545278823625
9,70.0,-0.10228282374526462,-0.21473472074177447,0.11245189699650984
9,75.0,-0.10048753503960749,-0.21473472074177447,0.11424718570216698
9,80.0,-0.09880667595493033,-0.21473472074177447,0.11592804478684414
9,85.0,-0.09722652922994761,-0.21473472074177447,0.11750819151182686
9,90.0,-0.09573570528095583,-0.21473472074177447,0.11899901546081863
9,95.0,-0.09432464363333289,-0.21473472074177447,0.12041007710844158
9,100.0,-0.09298524108192001,-0.21473472074177447,0.12174947965985446
9,105.0,-0.09171056978803759,-0.21473472074177447,0.12302415095373688
9,110.0,-0.0904946604097014,-0.21473472074177447,0.12424006033207306
9,115.0,-0.08933233305299064,-0.21473472074177447,0.1254023876887838
9,120.0,-0.08821906392341626,-0.21473472074177447,0.1265156568183582
9,125.0,-0.08715087899570552,-0.21473472074177447,0.12758384174606896
9,130.0,-0.08612426838784494,-0.21473472074177447,0.12861045235392954
9,135.0,-0.08513611678241904,-0.21473472074177447,0.1295986039593554
9,140.0,-0.08418364641631408,-0.21473472074177447,0.13055107432546037
9,145.0,-0.08326437000916222,-0.21473472074177447,0.13147035073261226
9,150.0,-0.08237605162121524,-0.21473472074177447,0.1323586691205592
