,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
D_latent_wip,0,879.5254525835587,304.7395496165302,0.0,0.9600863167264926,29.070600285688425,0.0,True,log
C_zero_impute,1,562.9477087083153,26.841727228591026,316.5777438752434,0.039913683273507417,29.64446391747205,29.668450519423452,False,log
C_mean_impute,2,539.9558971843878,25.21730147585572,339.5695553991709,0.0,30.59272393452251,28.967617949620397,False,log
