day_index,split_code,intercept,incentive,wip,no_of_workers,over_time,smv,style_change,series
32,1,1.8161223240732356,0.17631640290116907,0.3063770269339455,0.41465760900355497,-0.04495742349520565,-0.3254711513234357,0.028968195663701807,10__0
33,1,1.8212085801753908,0.17625508896735498,0.30594191124471337,0.41454849671367017,-0.044957313145326874,-0.32571057181895596,0.028966584388925312,10__0
34,1,1.7837757954633557,0.17624222384054614,0.3080278921013092,0.4182219921544709,-0.045197194095895225,-0.32460901595064406,0.028927173151525064,10__0
35,1,1.7481283958095493,0.17623005285886945,0.31002512546795524,0.42171189441064505,-0.04542424868113717,-0.32355999711783495,0.028890172484724017,10__0
36,1,1.7333242955742372,0.17622503226073227,0.31085908736143564,0.42315769400106756,-0.045517959383077226,-0.32312434633422443,0.028875029961952615,10__0
37,2,1.7162095965143402,0.17621926779483352,0.3118285146509803,0.4248250149715767,-0.04562561284078182,-0.32262069867899645,0.02885778595120214,10__0
38,2,1.6855783992311277,0.17620902280282824,0.3135731650748808,0.42780162224031865,-0.045817048069377836,-0.3217192882010571,0.028827398001251753,10__0
39,2,1.6544186249681931,0.1764553195977032,0.3152143299776387,0.43086303674938387,-0.045719930589354946,-0.3209147312993632,0.028814414765748968,10__0
40,2,1.6236787249783529,-0.07743061209374477,0.34341604633727374,0.4449698765074676,-0.043335312166353265,-0.31041470435168156,0.03061024349283846,10__0
41,2,1.5923342664889948,-0.07509055688021159,0.3448698426059665,0.4479417564384636,-0.043256835751431674,-0.30968379207819324,0.030583004355173936,10__0
42,2,1.580689101859172,-0.07422756023214656,0.3454146820748301,0.44904310000550407,-0.04322769186217652,-0.3094117184250152,0.03057306245994819,10__0
0,0,0.5765719674103206,0.2122919873992172,0.4085825821562097,0.3899778195730138,-0.04792886911258552,-0.30024319926492277,0.029719852092711854,10__1
1,0,0.5853309074138603,0.21329738983177063,0.40929171412423565,0.389943545897272,-0.04791328815655065,-0.300032385211664,0.02970615119053757,10__1
2,0,0.5847165117743501,0.2132583429038306,0.4092231998086171,0.38995032332612123,-0.04791386156836599,-0.30005616803153423,0.029706880586223176,10__1
3,0,0.5980657266527141,0.21433224206379492,0.4106374864404469,0.389831620852121,-0.047898603253310884,-0.2995573654694395,0.029689206355073567,10__1
4,0,0.6086555469479391,0.21518031330217316,0.4118058010683668,0.38972818373951446,-0.047879792217286304,-0.29915815028121917,0.029675847358249862,10__1
5,0,0.5918121147184817,0.21255813088342615,0.4100661205610135,0.38990785375711073,-0.04792094810523027,-0.29975503858343083,0.02970548829948624,10__1
6,0,0.5811339858928996,0.21088478870735908,0.4090052829661138,0.39001081122601566,-0.047947491065530194,-0.3001275787126506,0.02972442553133711,10__1
7,0,0.5826792403291985,0.21109639976597233,0.4091619131385217,0.38999644331584804,-0.04794392058631437,-0.30007276041542447,0.029721890334356793,10__1
8,0,0.6240643741181275,0.21246939977136958,0.4127465768376705,0.38991432728548964,-0.04787738003721092,-0.29860920058223567,0.029680051321022236,10__1
9,0,0.6343411326245553,0.21315325278794264,0.41334024945573805,0.3897715882347946,-0.047875061883527435,-0.29796255268484706,0.02966695241499497,10__1
10,0,0.568923349150753,0.21766336537014164,0.4076623050703347,0.3894364173071713,-0.047948634319178465,-0.29954918730288954,0.029689081763204932,10__1
11,0,0.5404517856453159,0.21982438875057847,0.40459877423167173,0.38942985417807097,-0.047891941199808,-0.30034616909716316,0.029701938394138254,10__1
12,0,0.54038185698837,0.2198296570780307,0.40459071274148645,0.389429947620102,-0.047892011327389884,-0.3003481435340229,0.029701953594048227,10__1
13,0,0.5395334664934773,0.21980385145958245,0.40449019535358294,0.389440745509105,-0.04789343193132688,-0.30037154696833096,0.029702622175484274,10__1
14,0,0.5447459573179092,0.22018326869069108,0.4050141659099927,0.38942258829563753,-0.04788131563445672,-0.3002528885593985,0.029696520229093255,10__1
15,0,0.5373403892255184,0.21846961889754074,0.40439049855299275,0.38945700129530064,-0.04790921762468481,-0.3003757576078891,0.029712847560902162,10__1
16,0,0.5297348804949588,0.21673702257088315,0.40361657550734165,0.3895214342378144,-0.047936529842236446,-0.30051927291880454,0.029729112309100334,10__1
17,0,0.5202338285460645,0.2138717151758104,0.4025971801687891,0.3896350062011166,-0.047975969242311185,-0.3006868225109683,0.02975368002069365,10__1
18,0,0.531358893585463,0.21568453903907792,0.4039864618742718,0.38950815929623206,-0.04794412223531564,-0.30042613222794146,0.029735081527267095,10__1
19,0,0.5287957684731963,0.21500604251085675,0.4036773328281927,0.38954259958729065,-0.04795369023272449,-0.30047803565757164,0.029741018025915517,10__1
20,0,0.5260587646267111,0.21428627736982933,0.4033266558945969,0.38958338484215393,-0.04796369217794148,-0.3005361320258862,0.02974726925465233,10__1
21,0,0.5361514562065721,0.2158658570091061,0.404504655214383,0.38949642844298266,-0.047934702162312194,-0.30030819838711353,0.02973070846434245,10__1
22,0,0.555200169538463,0.2211636966241333,0.40637582324419547,0.3893418950278663,-0.04789998627516166,-0.2999682024979924,0.029681335461173866,10__1
