scope,n,p_star,p_star_calibrated_on,accuracy,balanced_accuracy,precision,recall,f1,specificity,roc_auc,average_precision,brier,log_loss,false_positives,false_negatives,ece_10bin
held-out test,192,0.39999999999999997,not recorded,0.78125,0.571604938271605,0.2857142857142857,0.26666666666666666,0.27586206896551724,0.8765432098765432,0.5106995884773663,0.2846866258450816,0.15570261644741687,0.5232121565393891,20,22,0.16547752506636543
