,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
C_beta,0,562.9477087083153,26.841727228591026,0.0,1.0,29.64446391747205,0.0,False,log
C_logitnormal_jacobian_corrected,1,350.93032916153936,25.06428743774825,212.01737954677597,0.0,25.396101072364537,18.178362592873142,False,log
