,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
C_knots6_default,0,562.9477087083153,26.841727228591026,0.0,1.0,29.64446391747205,0.0,False,log
C_knots8,1,562.3893897994213,27.779452856306534,0.5583189088940173,0.0,29.977036866298988,0.7554270615038099,False,log
C_knots4,2,552.8429124880229,27.43440248174295,10.104796220292535,0.0,28.335530022485383,2.056036555480258,False,log
