series,day_index,is_burn_in,p_alarm,actual_alarm
5__1,0,True,0.38657806417735896,0
5__1,1,True,0.4036997313098056,0
5__1,2,True,0.45380359717015284,0
5__1,3,True,0.3058841362527427,0
5__1,4,True,0.31712786706870416,0
5__1,5,True,0.37682256727917945,0
5__1,6,True,0.5624462748171786,1
5__1,7,True,0.3152034661745722,1
5__1,8,False,0.4354861196002395,1
5__1,9,False,0.49768358696814996,0
5__1,10,False,0.5474881349854976,1
5__1,11,False,0.5470124916171741,0
5__1,12,False,0.5613119494480006,0
5__1,13,False,0.5488411438748375,1
5__1,14,False,0.3427536548881016,0
5__1,15,False,0.36795611772641956,0
5__1,16,False,0.3428220637631636,0
5__1,17,False,0.3404677919938751,0
5__1,18,False,0.4040631554385671,0
5__1,19,False,0.346850294068522,0
5__1,20,False,0.3520885974266287,0
5__1,21,False,0.36910199514566366,0
5__1,22,False,0.24152159532162348,0
5__1,23,False,0.07508590254329468,0
5__1,24,False,0.0884986725225464,0
5__1,25,False,0.39668268130355794,0
5__1,26,False,0.3510886970994287,0
5__1,27,False,0.460643751699717,1
5__1,28,False,0.519622377503304,0
5__1,29,False,0.5728889223922541,1
5__1,30,False,0.5708822385971621,1
5__1,31,False,0.5841114076064008,0
5__1,32,False,0.44391259714367276,0
5__1,33,False,0.4677556823543768,0
5__1,34,False,0.39091738928314224,0
5__1,35,False,0.40012104484315547,0
5__1,36,False,0.3942237604973111,0
5__1,37,False,0.6989806843802371,0
5__1,38,False,0.609412435750129,0
5__1,39,False,0.68334147196053,1
5__1,40,False,0.5922815040170513,0
5__1,41,False,0.411741472302724,0
5__1,42,False,0.6772053580562059,1
5__1,43,False,0.5886106930201422,0
5__1,44,False,0.519964393663161,0
5__1,45,False,0.6215365310728358,1
5__1,46,False,0.11895365144695647,0
5__1,47,False,0.2529078622075568,0
5__1,48,False,0.30375144239503404,0
5__1,49,False,0.36927294358759555,0
5__1,50,False,0.4338618853171166,0
5__1,51,False,0.3882145538271754,0
5__1,52,False,0.42482977275814304,0
5__1,53,False,0.43084421763373026,1
5__1,54,False,0.2386969663734338,0
5__1,55,False,0.3294031371173148,0
5__1,56,False,0.36687952911145816,0
5__1,57,False,0.40815525024202326,0
6__0,0,True,0.6844878841625028,1
6__0,1,True,0.7065181438442356,1
6__0,2,True,0.6949689273152608,0
6__0,3,True,0.7383918538321658,1
6__0,4,True,0.6379434591924378,0
6__0,5,True,0.6650884356471426,1
6__0,6,True,0.6445091397034759,1
6__0,7,True,0.14024976039073817,0
6__0,8,False,0.19449109106053397,0
6__0,9,False,0.2737152327721327,0
6__0,10,False,0.23608086085957553,1
6__0,11,False,0.26072166350622467,1
6__0,12,False,0.4142560897436641,1
6__0,13,False,0.42512810647961147,1
6__0,14,False,0.4327906179759221,0
6__0,15,False,0.45357460399585453,0
6__0,16,False,0.4519894806581265,1
6__0,17,False,0.4556854311874716,0
6__0,18,False,0.4383858195248784,1
6__0,19,False,0.4969813463241802,1
6__0,20,False,0.5278536818311618,1
6__0,21,False,0.5306074109353561,0
6__0,22,False,0.5242114419810823,0
6__0,23,False,0.45096173880976675,0
6__0,24,False,0.3717984963126598,0
6__0,25,False,0.5122601212104674,0
6__0,26,False,0.5034492391474273,1
6__0,27,False,0.3553712780867949,0
6__0,28,False,0.4605520904163859,1
6__0,29,False,0.48144515666613324,1
6__0,30,False,0.4960178957373078,1
6__0,31,False,0.4649249908518286,1
6__0,32,False,0.2330571929358694,0
6__0,33,False,0.32330111779517434,1
6__0,34,False,0.4835732324796472,1
6__1,0,True,0.3345004427830469,0
6__1,1,True,0.3399626577805178,0
6__1,2,True,0.360102232575897,0
6__1,3,True,0.30812345445262335,0
6__1,4,True,0.3591967438534661,0
6__1,5,True,0.279360114399157,0
6__1,6,True,0.3634411104771671,0
6__1,7,True,0.2942038298220502,0
6__1,8,False,0.29450264546707483,0
6__1,9,False,0.2957829901333212,0
6__1,10,False,0.28564353171072887,0
6__1,11,False,0.3620473514570427,0
6__1,12,False,0.3707593869678635,0
6__1,13,False,0.20701980668603498,0
6__1,14,False,0.20761285954891623,0
6__1,15,False,0.30538480123587863,0
6__1,16,False,0.21565177363854426,0
6__1,17,False,0.09980885104184778,0
6__1,18,False,0.2416494928577516,0
6__1,19,False,0.23952961043031856,0
6__1,20,False,0.23200558442766284,0
6__1,21,False,0.33577744809896104,0
6__1,22,False,0.6202363766859676,1
6__1,23,False,0.13466361634308377,0
6__1,24,False,0.18668645137114598,0
6__1,25,False,0.27317632076911147,0
6__1,26,False,0.3361751991275984,0
6__1,27,False,0.2888667582096539,0
6__1,28,False,0.36839310719055096,0
6__1,29,False,0.36537112038478126,0
6__1,30,False,0.3773117317938844,0
6__1,31,False,0.402995396602764,0
6__1,32,False,0.43733200894657953,0
6__1,33,False,0.6053441674719314,1
6__1,34,False,0.6007360610539045,0
6__1,35,False,0.4612744710740839,0
6__1,36,False,0.6455840179389809,0
6__1,37,False,0.6352674404990833,1
6__1,38,False,0.5998101915018527,0
6__1,39,False,0.5929864908087082,0
6__1,40,False,0.589299312340899,0
6__1,41,False,0.41326170019181524,0
6__1,42,False,0.2628457000523279,0
6__1,43,False,0.3379359302459616,0
6__1,44,False,0.33459541185798064,0
6__1,45,False,0.3465924656574621,0
6__1,46,False,0.31929055239311144,0
6__1,47,False,0.3479542020244105,0
6__1,48,False,0.33974999738663036,0
6__1,49,False,0.28332938828405063,0
6__1,50,False,0.35740443916614295,0
6__1,51,False,0.3671296280398705,0
6__1,52,False,0.6387996559743817,1
6__1,53,False,0.12082983715590989,1
6__1,54,False,0.25678874212123703,0
6__1,55,False,0.25769426304093845,0
6__1,56,False,0.25466215176509743,0
6__1,57,False,0.33483209654646984,0
6__1,58,False,0.2872648917081634,0
7__0,0,True,0.6649042561607019,1
7__0,1,True,0.6931307267443683,1
7__0,2,True,0.6516314819538741,1
7__0,3,True,0.664911424659144,1
7__0,4,True,0.6244977110206155,1
7__0,5,True,0.6210157565646879,0
7__0,6,True,0.6060423593665427,0
7__0,7,True,0.5978002302653187,1
7__0,8,False,0.5918128791587692,1
7__0,9,False,0.5936736398455823,1
7__0,10,False,0.5905684241459651,1
7__0,11,False,0.5860377054307236,0
7__0,12,False,0.5868784476721931,0
7__0,13,False,0.5815507183709608,1
7__0,14,False,0.5787076317531884,0
7__0,15,False,0.37526666730516967,0
7__0,16,False,0.3477007818548034,0
7__0,17,False,0.3084626490432303,0
7__0,18,False,0.3966129443964156,0
7__0,19,False,0.2573852025195319,0
7__0,20,False,0.333288786470042,1
7__0,21,False,0.3302873145828966,0
7__0,22,False,0.24701408369795763,0
7__0,23,False,0.3629893417537025,0
7__0,24,False,0.3223033760483678,0
7__0,25,False,0.31541356636208495,0
7__0,26,False,0.30357194007334165,0
7__0,27,False,0.25759469062930646,0
7__0,28,False,0.2643364494130499,1
7__0,29,False,0.3665344409182876,0
7__0,30,False,0.39025429220395824,0
7__0,31,False,0.4021715190808465,1
7__0,32,False,0.4169303801230177,1
7__0,33,False,0.4714158122829606,0
7__0,34,False,0.4936559748568512,1
7__0,35,False,0.5056645881326816,1
7__0,36,False,0.4768268010320728,0
7__0,37,False,0.309898439579601,0
7__0,38,False,0.27626857821118733,0
7__0,39,False,0.1777782673280141,0
7__0,40,False,0.30286719327443234,0
7__1,0,True,0.434546998626568,0
7__1,1,True,0.40353101997023894,0
7__1,2,True,0.24313883179819462,0
7__1,3,True,0.3042323055275724,0
7__1,4,True,0.3915250197486594,0
7__1,5,True,0.3058705027982861,0
7__1,6,True,0.24796701639376922,0
7__1,7,True,0.24805084299455826,0
7__1,8,False,0.34548970102711274,0
7__1,9,False,0.23220056994865973,0
7__1,10,False,0.22646285279863576,0
7__1,11,False,0.1602037056952894,0
7__1,12,False,0.2330359362430504,0
7__1,13,False,0.2965532813015227,0
7__1,14,False,0.402585467798877,0
7__1,15,False,0.49429637191518916,1
7__1,16,False,0.06091695127015257,0
7__1,17,False,0.17022291853796412,0
7__1,18,False,0.26669281147966656,0
7__1,19,False,0.3175235344179523,0
7__1,20,False,0.3592578138689632,0
7__1,21,False,0.4355785347856879,1
7__1,22,False,0.4270590587621996,1
7__1,23,False,0.4852244340556254,1
7__1,24,False,0.536201195803342,1
7__1,25,False,0.5371815610569556,1
7__1,26,False,0.5611999175102519,1
7__1,27,False,0.5602276558141529,0
7__1,28,False,0.007281060356889862,0
7__1,29,False,0.5629920505010633,0
7__1,30,False,0.5881501519534688,1
7__1,31,False,0.20545350846875554,0
7__1,32,False,0.2272937540901261,0
7__1,33,False,0.32826826741510584,0
7__1,34,False,0.535454048338306,1
7__1,35,False,0.5889896338257454,0
7__1,36,False,0.6105380642291881,0
7__1,37,False,0.3897538718046975,0
7__1,38,False,0.4078871496297542,0
7__1,39,False,0.3810115805174411,0
7__1,40,False,0.5790886154971037,1
7__1,41,False,0.6702718025591489,1
7__1,42,False,0.3931488078729253,0
7__1,43,False,0.3854110883718425,0
7__1,44,False,0.3838616777196392,0
7__1,45,False,0.4039708065453072,0
7__1,46,False,0.4757231612203898,0
7__1,47,False,0.6923489275930669,1
7__1,48,False,0.6941380302563251,0
7__1,49,False,0.5398814377695864,0
7__1,50,False,0.3443285729130749,0
7__1,51,False,0.6608593342606448,1
7__1,52,False,0.34335746083386076,0
7__1,53,False,0.2864399129191285,0
7__1,54,False,0.3346749953050431,0
8__0,0,True,0.5824907880003434,0
8__0,1,True,0.6159000650024491,1
8__0,2,True,0.6103683742845396,0
8__0,3,True,0.5992280491860428,1
8__0,4,True,0.5954576083754702,0
8__0,5,True,0.5875065161683878,0
8__0,6,True,0.5918524147970514,0
8__0,7,True,0.5798852199774043,1
8__0,8,False,0.578880235277018,1
8__0,9,False,0.5760888194587979,0
8__0,10,False,0.567996722364973,0
8__0,11,False,0.5641365234664112,1
8__0,12,False,0.5811791537546078,1
8__0,13,False,0.5816837163123777,1
8__0,14,False,0.5780540085224197,1
8__0,15,False,0.5768230135310931,0
8__0,16,False,0.5732270300410005,1
8__0,17,False,0.5765968635507634,1
8__0,18,False,0.5944150347300107,1
8__0,19,False,0.574691914486539,0
8__0,20,False,0.6812719834542965,1
8__0,21,False,0.455950034049668,0
8__0,22,False,0.4472107795692941,0
8__0,23,False,0.3759788370963777,0
8__0,24,False,0.3592170699340196,0
8__0,25,False,0.3691316552090623,0
8__0,26,False,0.30921584803073043,0
8__0,27,False,0.35942087620745433,0
8__0,28,False,0.19166612546729506,0
8__0,29,False,0.25446479820490353,0
8__0,30,False,0.06044833604685516,0
8__0,31,False,0.0985171982367039,0
8__0,32,False,0.07326442568754425,0
8__0,33,False,0.06321001390768667,0
8__0,34,False,0.31680165624073675,0
8__0,35,False,0.33553636076455345,0
8__0,36,False,0.35775292294343997,1
8__0,37,False,0.3674055786995173,0
8__0,38,False,0.37323078509531793,0
8__0,39,False,0.3518863747574654,0
8__0,40,False,0.34919995232490864,0
8__0,41,False,0.4100825132991983,1
8__0,42,False,0.41917480002660235,1
8__0,43,False,0.3860817285179736,0
8__0,44,False,0.3829465101680727,0
8__0,45,False,0.3814414795848008,0
8__0,46,False,0.4236618881844999,0
8__0,47,False,0.26546765640730313,0
8__0,48,False,0.31004912620722896,1
8__0,49,False,0.2260867040309934,1
8__0,50,False,0.003506679582162195,1
8__0,51,False,0.2936378247765903,0
8__0,52,False,0.34156708017356174,0
8__1,0,True,0.09476354470060383,0
8__1,1,True,0.35318011272682015,0
8__1,2,True,0.38914557686705503,0
8__1,3,True,0.40509210160662934,0
8__1,4,True,0.395123994456383,0
8__1,5,True,0.2418274167596785,0
8__1,6,True,0.25308699475913377,0
8__1,7,True,0.2441107283307627,0
8__1,8,False,0.23946113272018354,0
8__1,9,False,0.23635251566745596,0
8__1,10,False,0.23461925972773517,0
8__1,11,False,0.23324052134450363,0
8__1,12,False,0.24999267868266795,0
8__1,13,False,0.3146521505748767,0
8__1,14,False,0.3906065836940928,0
8__1,15,False,0.2975374185802918,0
8__1,16,False,0.30478703460138584,0
8__1,17,False,0.42319200812396973,0
8__1,18,False,0.4985466394085324,1
8__1,19,False,0.06982505093515297,0
8__1,20,False,0.14868360588297158,0
8__1,21,False,0.2280447489129659,0
8__1,22,False,0.291415157926486,0
8__1,23,False,0.6130666238197939,1
8__1,24,False,0.2612242868147776,1
8__1,25,False,0.4156061673456352,1
8__1,26,False,0.47514346984718453,1
8__1,27,False,0.5503014194631843,1
8__1,28,False,0.5664412213717688,0
8__1,29,False,0.5386228620772173,1
8__1,30,False,0.5464725279635533,1
8__1,31,False,0.5794190054313682,1
8__1,32,False,0.2060258736948713,0
8__1,33,False,0.19741233827866544,1
8__1,34,False,0.2898269293046901,0
8__1,35,False,0.5346041650511493,1
8__1,36,False,0.5909708840435077,0
8__1,37,False,0.38403576943333495,0
8__1,38,False,0.6142138821747672,0
8__1,39,False,0.31356578187344764,0
8__1,40,False,0.5264923974359681,1
8__1,41,False,0.5984514163234932,0
8__1,42,False,0.34274033915988966,0
8__1,43,False,0.34498196209617793,0
8__1,44,False,0.3406632053330046,0
8__1,45,False,0.4346502857460851,0
8__1,46,False,0.29108124224226284,0
8__1,47,False,0.29501421708022,0
8__1,48,False,0.30433855972294377,0
8__1,49,False,0.3926482284049011,0
8__1,50,False,0.3110169937873878,0
8__1,51,False,0.7257902047541666,1
8__1,52,False,0.48724689850182173,0
8__1,53,False,0.3697032847353268,0
8__1,54,False,0.40030081453321814,0
8__1,55,False,0.3996319260358171,0
9__0,0,True,0.6581535716918439,0
9__0,1,True,0.548214178364948,0
9__0,2,True,0.4580549821137425,0
9__0,3,True,0.46515944478734655,0
9__0,4,True,0.43996459343836924,0
9__0,5,True,0.42572728927694026,0
9__0,6,True,0.4009102597338469,0
9__0,7,True,0.3863451175878494,0
9__0,8,False,0.3738760484548401,0
9__0,9,False,0.3630907522296515,0
9__0,10,False,0.3536760758213192,0
9__0,11,False,0.36430059180724356,0
9__0,12,False,0.32438602717220544,0
9__0,13,False,0.32188292633972265,1
9__0,14,False,0.33550154262871734,0
9__0,15,False,0.31159542751896696,0
9__0,16,False,0.3520941433649358,0
9__0,17,False,0.18784405144952554,1
9__0,18,False,0.46139575140551614,0
9__0,19,False,0.2594121948579739,0
9__0,20,False,0.1943751634242578,0
9__0,21,False,0.22133250118569214,0
9__0,22,False,0.2683094701077341,0
9__0,23,False,0.2815217319911829,1
9__0,24,False,0.29097944135788467,0
9__0,25,False,0.2966068485264196,0
9__0,26,False,0.30226385129072203,1
9__0,27,False,0.31277640569299836,1
9__0,28,False,0.3189647579798462,1
9__0,29,False,0.32828684928545576,0
9__0,30,False,0.3440648345598614,1
9__0,31,False,0.3514713474978316,1
9__0,32,False,0.3454584278379376,0
9__0,33,False,0.34477365118605074,1
9__0,34,False,0.19407650289448541,0
9__0,35,False,0.2677183912081552,1
9__0,36,False,0.3232852156159153,1
9__0,37,False,0.33393246496835693,1
9__0,38,False,0.30464727076350007,1
9__0,39,False,0.28517199475927735,0
9__0,40,False,0.31379740013672786,0
9__0,41,False,0.31141537366639893,1
9__0,42,False,0.3151156171019759,0
9__0,43,False,0.002726481679720471,0
9__0,44,False,0.2584335363227299,0
9__0,45,False,0.25798355044794974,1
9__1,0,True,0.3360206210177834,0
9__1,1,True,0.3443682003889249,0
9__1,2,True,0.3086039036672503,0
9__1,3,True,0.19376381962810896,0
9__1,4,True,0.19567080565643136,0
9__1,5,True,0.1963417538728155,0
9__1,6,True,0.13710399729121348,0
9__1,7,True,0.21110234112504922,0
9__1,8,False,0.13794349745744405,0
9__1,9,False,0.20972514716686053,0
9__1,10,False,0.2072491771288113,0
9__1,11,False,0.20464263213516193,0
9__1,12,False,0.30618128797489574,0
9__1,13,False,0.315463018264013,0
9__1,14,False,0.3922881743129385,0
9__1,15,False,0.30705988548518925,0
9__1,16,False,0.36348551221131437,0
9__1,17,False,0.6121940057194764,1
9__1,18,False,0.23647323469862103,0
9__1,19,False,0.3683825665354842,0
9__1,20,False,0.4036156056096644,0
9__1,21,False,0.3872137142905814,0
9__1,22,False,0.31564835010526515,0
9__1,23,False,0.22731397127359976,0
9__1,24,False,0.2327096802172568,0
9__1,25,False,0.11336718308598698,0
9__1,26,False,0.35775732197327964,0
9__1,27,False,0.20647123275272938,0
9__1,28,False,0.4275471204454572,0
9__1,29,False,0.36326223032030835,0
9__1,30,False,0.3888213814396474,0
9__1,31,False,0.3994281511650919,0
9__1,32,False,0.40453365423083554,0
9__1,33,False,0.3925929959095648,0
9__1,34,False,0.44446337550049636,0
9__1,35,False,0.40840499806888986,0
9__1,36,False,0.6769226507646358,1
9__1,37,False,0.260872477778748,1
9__1,38,False,0.3766252662562626,1
9__1,39,False,0.4520970442878335,0
9__1,40,False,0.34549076663742456,0
9__1,41,False,0.3478962546533929,0
9__1,42,False,0.3438949150628602,0
9__1,43,False,0.31566707977819153,0
9__1,44,False,0.38011909295932544,0
9__1,45,False,0.2871164941587494,0
9__1,46,False,0.3466308287672728,0
9__1,47,False,0.35684587760963643,0
9__1,48,False,0.38785641427138356,0
9__1,49,False,0.324159365693012,0
9__1,50,False,0.3767380247448588,0
9__1,51,False,0.37102919853313443,0
9__1,52,False,0.3092119567258672,0
9__1,53,False,0.30621110696550186,0
9__1,54,False,0.32086291460789795,0
9__1,55,False,0.32378736525294505,0
9__1,56,False,0.3217423909135676,0
9__1,57,False,0.39375565073859,0
