series,day_index,is_burn_in,p_alarm,actual_alarm
11__1,54,False,0.4312786858635475,0
11__1,55,False,0.46075151783867635,0
11__1,56,False,0.4506701487630725,0
11__1,57,False,0.44967493625730237,0
11__1,58,False,0.4226712688198629,0
12__0,0,True,0.5884672089540132,0
12__0,1,True,0.4167720920911635,1
12__0,2,True,0.5197695051271244,0
12__0,3,True,0.4856417885719045,0
12__0,4,True,0.4847743501615149,0
12__0,5,True,0.46829064361629497,0
12__0,6,True,0.493375542894045,0
12__0,7,True,0.41781066159456753,1
12__0,8,False,0.4230091202629552,0
12__0,9,False,0.41182936801269066,0
12__0,10,False,0.4124923407041309,0
12__0,11,False,0.4580058972295522,0
12__0,12,False,0.45365566701876836,0
12__0,13,False,0.45543836628003614,0
12__0,14,False,0.43966342094387983,0
12__0,15,False,0.4366061583504912,0
12__0,16,False,0.4247323700265286,1
12__0,17,False,0.44577894727748607,0
12__0,18,False,0.3784519076679552,0
12__0,19,False,0.3190648229902542,0
12__0,20,False,0.3176217712681464,0
12__0,21,False,0.3348322632787492,0
12__0,22,False,0.3304005774878833,0
12__0,23,False,0.3434271480216058,0
12__0,24,False,0.32327935823758236,0
12__0,25,False,0.31766317960214907,1
12__0,26,False,0.32072890643310553,0
12__0,27,False,0.3305697198680899,0
12__0,28,False,0.25514115611122284,0
12__0,29,False,0.32272547437345467,1
12__0,30,False,0.32988226190245723,1
12__0,31,False,0.30182827555323033,1
12__0,32,False,0.30860156127640115,1
12__0,33,False,0.30552698358092745,0
12__0,34,False,0.3025578330620037,0
12__0,35,False,0.30062834746352685,0
12__0,36,False,0.3080740217037782,0
12__0,37,False,0.017114676287389892,0
12__0,38,False,0.3099031751663646,0
12__0,39,False,0.3098086742755515,0
12__1,0,True,0.3618494294213396,0
12__1,1,True,0.29605672118717064,0
12__1,2,True,0.3470099629601471,0
12__1,3,True,0.34611385665391503,0
12__1,4,True,0.3363711702558682,0
12__1,5,True,0.33222723338897747,0
12__1,6,True,0.29383620202032484,0
12__1,7,True,0.3513275182238463,0
12__1,8,False,0.3486249184181366,0
12__1,9,False,0.3510449127641112,0
12__1,10,False,0.33270805821552774,0
12__1,11,False,0.32036752003538316,0
12__1,12,False,0.3422463233435743,0
12__1,13,False,0.257674243324277,0
12__1,14,False,0.4261127122435574,1
12__1,15,False,0.10164451200389008,0
12__1,16,False,0.21335963825030846,0
12__1,17,False,0.3211783302825131,0
12__1,18,False,0.32912608333168814,0
12__1,19,False,0.41674873440461885,0
12__1,20,False,0.3570017150118471,0
12__1,21,False,0.355198978962206,0
12__1,22,False,0.34697573529318926,0
12__1,23,False,0.3711118980133252,0
12__1,24,False,0.2913913045051618,0
12__1,25,False,0.3002932535009608,0
12__1,26,False,0.32250765493204375,0
12__1,27,False,0.17258418018509492,0
12__1,28,False,0.36742133320673687,0
12__1,29,False,0.4453152757947231,0
12__1,30,False,0.42381065360766645,0
12__1,31,False,0.2713394389196494,0
12__1,32,False,0.28038056299457337,0
12__1,33,False,0.28654897268102,0
12__1,34,False,0.3876077638600108,0
12__1,35,False,0.38763930862654894,0
12__1,36,False,0.382741712407656,0
12__1,37,False,0.28134033375888684,0
12__1,38,False,0.3819065651793812,0
12__1,39,False,0.4657175777991184,0
12__1,40,False,0.459733006593501,0
12__1,41,False,0.2851327941810231,0
12__1,42,False,0.4428105493822386,0
12__1,43,False,0.2931116527182044,0
12__1,44,False,0.29516265928035357,0
12__1,45,False,0.3936069545108723,0
12__1,46,False,0.39169810121824866,0
12__1,47,False,0.29078966851986926,0
12__1,48,False,0.28560181807919766,0
12__1,49,False,0.24792692982968662,0
12__1,50,False,0.25201483131461194,0
12__1,51,False,0.3484154409304002,0
12__1,52,False,0.34841546784769173,0
12__1,53,False,0.34740884903390945,0
12__1,54,False,0.17136995652859255,0
12__1,55,False,0.2608039229493434,0
12__1,56,False,0.25877061439833526,0
12__1,57,False,0.26221419042949695,0
12__1,58,False,0.3020718945667137,0
1__0,0,True,0.5549490168183792,0
1__0,1,True,0.5463761535674495,0
1__0,2,True,0.4954582816526275,0
1__0,3,True,0.45620108239318186,0
1__0,4,True,0.39641446746496767,0
1__0,5,True,0.36149596582351295,0
1__0,6,True,0.3373887641966815,0
1__0,7,True,0.3123558926734557,0
1__0,8,False,0.2656014422365739,0
1__0,9,False,0.26146094876568166,0
1__0,10,False,0.4354031530844851,0
1__0,11,False,0.21761682966714868,0
1__0,12,False,0.22950424508887196,0
1__0,13,False,0.2270477773390432,0
1__0,14,False,0.13122320377898178,1
1__0,15,False,0.09816230776603707,0
1__0,16,False,0.19004770493784456,1
1__0,17,False,0.20098882162316928,0
1__0,18,False,0.16625139986815818,0
1__0,19,False,0.19259692577620052,0
1__0,20,False,0.19659259959421133,0
1__0,21,False,0.1431354340551777,0
1__0,22,False,0.11591063539289642,0
1__0,23,False,0.10965074766220079,0
1__0,24,False,0.10658586331501113,1
1__0,25,False,0.20042035598791258,0
1__0,26,False,0.180674111206097,0
1__0,27,False,0.16218369598726,0
1__0,28,False,0.18022031586084347,0
1__0,29,False,0.18870932327557272,0
1__0,30,False,0.18808567833657902,0
1__0,31,False,0.16593976563243318,0
1__0,32,False,0.16773212697402007,1
1__0,33,False,0.17567603351354338,1
1__0,34,False,0.18246453509099858,0
1__0,35,False,0.23940222254763055,0
1__0,36,False,0.18204625294639748,0
1__0,37,False,0.06891034339982097,0
1__0,38,False,0.07033816333260423,0
1__0,39,False,0.09181781594077126,1
1__0,40,False,0.12027768194091604,1
1__0,41,False,0.15319322476414643,1
1__0,42,False,0.1528664391079647,0
1__0,43,False,0.154448005000207,0
1__0,44,False,0.15583649988061216,0
1__0,45,False,0.20074823637964057,0
1__0,46,False,0.004213222997800876,0
1__0,47,False,0.21124196060147477,0
1__0,48,False,0.21431943828852995,0
1__1,0,True,0.3994158937421646,0
1__1,1,True,0.41183371227284526,0
1__1,2,True,0.31302423354770476,0
1__1,3,True,0.31262119038923214,0
1__1,4,True,0.24568697009353674,0
1__1,5,True,0.2474139933656167,0
1__1,6,True,0.2565678206838006,0
1__1,7,True,0.32620724791364497,0
1__1,8,False,0.25326364079955677,0
1__1,9,False,0.2595591427177111,0
1__1,10,False,0.2622088694095235,0
1__1,11,False,0.33579798532214755,0
1__1,12,False,0.27473808275069855,0
1__1,13,False,0.4703160499905482,0
1__1,14,False,0.5837346998040295,1
1__1,15,False,0.2581323352505194,0
1__1,16,False,0.36035475933414884,0
1__1,17,False,0.2713024088903103,0
1__1,18,False,0.20369070723660654,0
1__1,19,False,0.20101561150486125,0
1__1,20,False,0.28659475547393964,0
1__1,21,False,0.35005390180474394,0
1__1,22,False,0.197469968787867,0
1__1,23,False,0.15912303138270878,0
1__1,24,False,0.16241537834053582,0
1__1,25,False,0.09451506064462628,0
1__1,26,False,0.04893124411894192,0
1__1,27,False,0.06670252431939401,0
1__1,28,False,0.11320341321155519,0
1__1,29,False,0.05613160564535125,0
1__1,30,False,0.09904266718945282,0
1__1,31,False,0.10477576058485111,0
1__1,32,False,0.17884531235913614,0
1__1,33,False,0.07947861789679367,0
1__1,34,False,0.0373825220334416,0
1__1,35,False,0.015428453067199411,0
1__1,36,False,0.04029124034563178,0
1__1,37,False,0.0379182532435563,0
1__1,38,False,0.03243656734655538,0
1__1,39,False,0.027711916156033696,0
1__1,40,False,0.13493325262300138,0
1__1,41,False,0.18317542115481017,0
1__1,42,False,0.2930099597493831,1
1__1,43,False,0.3477432103230553,0
1__1,44,False,0.07380832641630136,0
1__1,45,False,0.11793099404989821,0
1__1,46,False,0.13896220076921284,0
1__1,47,False,0.07907440980665725,0
1__1,48,False,0.11579673010899483,0
1__1,49,False,0.15373087311355382,0
1__1,50,False,0.16273606980455113,0
1__1,51,False,0.09176485720578775,0
1__1,52,False,0.1391588848038387,0
1__1,53,False,0.13882066278554683,0
1__1,54,False,0.09767864597911596,0
1__1,55,False,0.23403107700756887,0
2__0,0,True,0.5850148226048131,0
2__0,1,True,0.6110000568136889,0
2__0,2,True,0.5868041529261792,0
2__0,3,True,0.5687562186338779,0
2__0,4,True,0.5547790360443736,0
2__0,5,True,0.5397985422600852,0
2__0,6,True,0.5356096907098927,0
2__0,7,True,0.5205187432652317,0
2__0,8,False,0.508941061084366,0
2__0,9,False,0.4982663874400269,0
2__0,10,False,0.48268938644602183,0
2__0,11,False,0.47455130540251617,1
2__0,12,False,0.4851346350994343,0
2__0,13,False,0.30503497473134555,0
2__0,14,False,0.26370737399116917,0
2__0,15,False,0.4424938103029058,1
2__0,16,False,0.44725249147303714,0
2__0,17,False,0.39337349093444124,0
2__0,18,False,0.3793013868872924,0
2__0,19,False,0.36959029827980117,0
2__0,20,False,0.3529421502632243,0
2__0,21,False,0.3540683778430511,0
2__0,22,False,0.3636064014173586,0
2__0,23,False,0.2754505477525645,0
2__0,24,False,0.24854170201966186,0
2__0,25,False,0.2190646969866164,0
2__0,26,False,0.1772543538312406,0
2__0,27,False,0.18804659283493486,0
2__0,28,False,0.18925767454542186,0
2__0,29,False,0.1648435310104921,0
2__0,30,False,0.1607756135571568,0
2__0,31,False,0.1609629418916248,1
2__0,32,False,0.270402068173177,0
2__0,33,False,0.1894225268616866,1
2__0,34,False,0.22031570368433095,0
2__0,35,False,0.19880595527538253,0
2__0,36,False,0.1818229942123833,0
2__0,37,False,0.2813418857339992,1
2__0,38,False,0.20360945490047294,1
2__0,39,False,0.21392236537386394,1
2__0,40,False,0.22200021252363122,1
2__0,41,False,0.2279349040923509,1
2__0,42,False,0.20661103874666387,1
2__0,43,False,0.18791654885672104,0
2__0,44,False,0.04827594163632616,0
2__0,45,False,0.11461643467166532,0
2__0,46,False,0.1645578413691537,0
2__0,47,False,0.19023170109732918,1
2__0,48,False,0.20431467700907613,0
2__0,49,False,0.002979381715930383,0
2__0,50,False,0.24394411740979016,0
2__0,51,False,0.2852802182394357,0
2__1,0,True,0.35675754930403974,0
2__1,1,True,0.3007098726098507,0
2__1,2,True,0.3566081891145956,0
2__1,3,True,0.3543533916715843,0
2__1,4,True,0.35856021961361656,0
2__1,5,True,0.27796036287299,0
2__1,6,True,0.2895767613681228,0
2__1,7,True,0.2963003055362958,0
2__1,8,False,0.29519288051135717,0
2__1,9,False,0.30169004219649076,0
2__1,10,False,0.3839244625442558,0
2__1,11,False,0.5202045103362664,1
2__1,12,False,0.27124331290444753,0
2__1,13,False,0.3557950897525204,0
2__1,14,False,0.3719075807735316,0
2__1,15,False,0.364087501425919,0
2__1,16,False,0.2907182687635663,0
2__1,17,False,0.2364774150019534,0
2__1,18,False,0.24303919175122501,0
2__1,19,False,0.11252080160444988,0
2__1,20,False,0.16302858323369185,0
2__1,21,False,0.30958974911897696,0
2__1,22,False,0.056271086121373604,0
2__1,23,False,0.12809395717507938,0
2__1,24,False,0.03751828091370189,0
2__1,25,False,0.03017247672824425,0
2__1,26,False,0.0286724873789869,0
2__1,27,False,0.02606349618290749,0
2__1,28,False,0.03909798462348024,0
2__1,29,False,0.041837997182840515,0
2__1,30,False,0.02177003123279976,0
2__1,31,False,0.018458291189744992,0
2__1,32,False,0.01630152523197683,0
2__1,33,False,0.0667072385134601,0
2__1,34,False,0.025381778918888022,0
2__1,35,False,0.02479405508177335,0
2__1,36,False,0.008112286382061133,0
2__1,37,False,0.09780040399079187,0
2__1,38,False,0.4846178684477395,1
2__1,39,False,0.2012779307969682,1
2__1,40,False,0.2783292164578482,1
2__1,41,False,0.32992877841733526,0
2__1,42,False,0.3867266310206321,0
2__1,43,False,0.2132291989003942,0
2__1,44,False,0.2255544090392394,0
2__1,45,False,0.23919570605924145,0
2__1,46,False,0.4070864848937032,0
2__1,47,False,0.4004649522594783,0
2__1,48,False,0.3810043849545406,0
2__1,49,False,0.14717096529744822,1
2__1,50,False,0.20703420080911406,1
2__1,51,False,0.26174303370041924,0
2__1,52,False,0.31279488501224073,0
2__1,53,False,0.18170150575969995,0
2__1,54,False,0.1897399801980113,0
2__1,55,False,0.1493956207870169,0
2__1,56,False,0.16038454130023277,0
3__0,0,True,0.5704314609986467,0
3__0,1,True,0.4889553435404615,0
3__0,2,True,0.3685566219353033,0
3__0,3,True,0.3135260317093277,0
3__0,4,True,0.24444269007142716,0
3__0,5,True,0.2797764561416163,0
3__0,6,True,0.29024804449244934,0
3__0,7,True,0.32032988852717614,0
3__0,8,False,0.31267047048887886,0
3__0,9,False,0.31412206154474775,0
3__0,10,False,0.33703350272264043,0
3__0,11,False,0.16465669112961795,1
3__0,12,False,0.3172842467193928,0
3__0,13,False,0.2912079521836284,0
3__0,14,False,0.2577801112522182,0
3__0,15,False,0.17793464274978904,0
3__0,16,False,0.2028368496440187,1
3__0,17,False,0.22015370917903637,0
3__0,18,False,0.08436406952177272,0
3__0,19,False,0.06015981701668681,0
3__0,20,False,0.0940476608262884,1
3__0,21,False,0.08420483929238953,0
3__0,22,False,0.07496256980251714,0
3__0,23,False,0.21685876803984983,0
3__0,24,False,0.25326184703393945,0
3__0,25,False,0.20028627279004263,0
3__0,26,False,0.23658781283988634,0
3__0,27,False,0.2321021385298142,0
3__0,28,False,0.15099106935645562,0
3__0,29,False,0.15199350451311544,0
3__0,30,False,0.19744346082233377,0
3__0,31,False,0.23105620320046977,0
3__0,32,False,0.18427028461053657,0
3__0,33,False,0.21782360194744554,0
3__0,34,False,0.004733007502453772,0
3__0,35,False,0.22718092132514528,0
3__0,36,False,0.27675686032026814,0
3__1,0,True,0.3800256046752425,0
3__1,1,True,0.3951500954955467,0
3__1,2,True,0.34241423205045585,0
3__1,3,True,0.33320937081936486,0
3__1,4,True,0.35870909184352984,0
3__1,5,True,0.3570725204858044,0
3__1,6,True,0.3681055553206234,0
3__1,7,True,0.32942085697512435,0
3__1,8,False,0.5710801676956846,0
3__1,9,False,0.5694187824679593,0
3__1,10,False,0.4165099321792923,0
3__1,11,False,0.20030623899178462,0
3__1,12,False,0.2766325960653544,0
3__1,13,False,0.3065864503787039,0
3__1,14,False,0.2858129259106015,0
3__1,15,False,0.2832502702047708,0
3__1,16,False,0.2123198688848706,0
3__1,17,False,0.22141091194490875,0
3__1,18,False,0.22662045504065903,0
3__1,19,False,0.3104403582351347,0
3__1,20,False,0.21920818647884627,0
3__1,21,False,0.04932267376703826,0
3__1,22,False,0.05553527529150248,0
3__1,23,False,0.043529022287201256,0
3__1,24,False,0.028178946430396968,0
3__1,25,False,0.0417485472852012,0
3__1,26,False,0.06802981368560818,0
3__1,27,False,0.043767351216386606,0
3__1,28,False,0.028515379329082192,0
3__1,29,False,0.03527444120951983,0
3__1,30,False,0.03585573230421541,0
3__1,31,False,0.05962375893741908,0
3__1,32,False,0.21975651014924846,0
3__1,33,False,0.04832653571120239,0
3__1,34,False,0.5040077086182054,1
3__1,35,False,0.12313235470497624,0
3__1,36,False,0.12361561123040354,0
3__1,37,False,0.2002844496477013,1
3__1,38,False,0.10019614109165276,0
3__1,39,False,0.19646369719864232,0
3__1,40,False,0.20334703682716448,0
3__1,41,False,0.26450276583046983,0
3__1,42,False,0.29358083166063786,0
3__1,43,False,0.3019522778643078,0
3__1,44,False,0.2739424446444929,0
3__1,45,False,0.276648880756569,0
3__1,46,False,0.280641820566528,0
3__1,47,False,0.28237475408912605,0
3__1,48,False,0.2766270104771371,0
3__1,49,False,0.2906306884315781,0
3__1,50,False,0.296466757143721,0
3__1,51,False,0.21578318293318355,0
3__1,52,False,0.223204963599077,0
3__1,53,False,0.21397077595572167,0
3__1,54,False,0.2934569972694655,0
3__1,55,False,0.3068586040458317,0
3__1,56,False,0.23574988119258983,0
3__1,57,False,0.23843275390767887,0
4__0,0,True,0.41775209867828056,1
4__0,1,True,0.47528345384976933,0
4__0,2,True,0.3815719952816621,0
4__0,3,True,0.3978882935210154,0
4__0,4,True,0.36068100363623257,0
4__0,5,True,0.3225879595220055,0
4__0,6,True,0.3221070596208605,0
4__0,7,True,0.30178889562471256,0
4__0,8,False,0.28720496231607073,0
4__0,9,False,0.057415644820174326,0
4__0,10,False,0.0714238589172361,0
4__0,11,False,0.08791634150176003,0
4__0,12,False,0.04355447939079935,0
4__0,13,False,0.131898300717874,0
4__0,14,False,0.18030052758795112,0
4__0,15,False,0.2065807972467561,0
4__0,16,False,0.23456742663244862,0
4__0,17,False,0.24345660314417006,0
4__0,18,False,0.2321839961057131,0
4__0,19,False,0.25547942559180137,0
4__0,20,False,0.24747366137527954,0
4__0,21,False,0.2221045890433816,0
4__0,22,False,0.19853215356217047,0
4__0,23,False,0.19606047195987092,0
4__0,24,False,0.19820813723040576,0
4__0,25,False,0.20173980852642376,1
4__0,26,False,0.26037123432064735,1
4__0,27,False,0.14325314322024585,0
4__0,28,False,0.14602197915052662,0
4__0,29,False,0.1224375048942487,0
4__0,30,False,0.10404036432432207,0
4__0,31,False,0.11353604828216851,1
4__0,32,False,0.14914712716929918,0
4__0,33,False,0.23279837391886882,0
4__0,34,False,0.2389102605802378,0
4__0,35,False,0.24676572487833454,0
4__0,36,False,0.12257464908780663,0
4__0,37,False,0.1512277153506248,0
4__0,38,False,0.18747295444787743,1
4__0,39,False,0.18790097088131213,0
4__0,40,False,0.189263957973269,0
4__0,41,False,0.19038309325984504,0
4__0,42,False,0.2373087909813929,0
4__0,43,False,0.011688197423628964,0
4__0,44,False,0.24744403821770278,0
4__0,45,False,0.24955947075096901,0
4__1,0,True,0.4095868595811447,1
4__1,1,True,0.49209861703393104,0
4__1,2,True,0.4003893902139257,0
4__1,3,True,0.39389536115657,0
4__1,4,True,0.3771066518531862,0
4__1,5,True,0.3653753707702465,0
4__1,6,True,0.20085325858079822,0
4__1,7,True,0.2996659131592584,0
4__1,8,False,0.6461691632999675,1
4__1,9,False,0.13804242790799298,0
4__1,10,False,0.21574290957441494,0
4__1,11,False,0.308693621020809,0
4__1,12,False,0.3774376669320449,0
4__1,13,False,0.3169492916956066,0
4__1,14,False,0.31591133300413465,0
4__1,15,False,0.23047927306774008,0
4__1,16,False,0.2307120633758734,0
4__1,17,False,0.10790206472776226,0
4__1,18,False,0.17789665276917788,0
4__1,19,False,0.1147634922434661,0
4__1,20,False,0.10872863173945424,0
4__1,21,False,0.36229512824264926,0
4__1,22,False,0.3474150342743708,0
4__1,23,False,0.40571348430081744,0
4__1,24,False,0.09553308264245741,0
4__1,25,False,0.09629148156986261,0
4__1,26,False,0.2812027857260083,0
4__1,27,False,0.2351030800310388,0
4__1,28,False,0.32454125818155255,0
4__1,29,False,0.13713655465558922,0
4__1,30,False,0.24567042272578743,0
4__1,31,False,0.3071535698981719,0
4__1,32,False,0.2961316306075614,0
4__1,33,False,0.3068173560778945,0
4__1,34,False,0.3607590674882399,0
4__1,35,False,0.3671633094984915,0
4__1,36,False,0.5188037536236454,0
4__1,37,False,0.5734362406011411,0
4__1,38,False,0.5825900212898663,1
4__1,39,False,0.5839009630788753,0
4__1,40,False,0.3966710785162628,0
4__1,41,False,0.39651188567870277,0
4__1,42,False,0.32248983795323366,0
4__1,43,False,0.32778441367183164,0
4__1,44,False,0.4996421138634398,0
4__1,45,False,0.42173462897671,0
4__1,46,False,0.46408287006277965,0
4__1,47,False,0.5226857695627782,1
4__1,48,False,0.2239273474270882,0
4__1,49,False,0.3108786741947356,0
4__1,50,False,0.20944596429462342,0
4__1,51,False,0.2772268030247078,0
4__1,52,False,0.2136382098655803,0
4__1,53,False,0.269567613165666,0
4__1,54,False,0.20793607420159743,0
4__1,55,False,0.23430215575706204,0
4__1,56,False,0.23157522395910235,0
4__1,57,False,0.22638842253538827,0
4__1,58,False,0.3607657533471025,0
5__0,0,True,0.3631371536138882,0
5__0,1,True,0.46420596144535636,1
5__0,2,True,0.5179723882301931,0
5__0,3,True,0.3072945993344766,1
5__0,4,True,0.3308983511718423,0
5__0,5,True,0.45828066971938036,0
5__0,6,True,0.4364129428361716,0
5__0,7,True,0.3182837832410483,0
5__0,8,False,0.41880910178629,0
5__0,9,False,0.3056799663700926,0
5__0,10,False,0.30741406964590456,0
5__0,11,False,0.33498628652360857,0
5__0,12,False,0.34721942836919295,0
5__0,13,False,0.26881179474321304,0
5__0,14,False,0.20878933982934972,0
5__0,15,False,0.20631064038643548,0
5__0,16,False,0.1787705272136172,0
5__0,17,False,0.17710220318110087,0
5__0,18,False,0.08857726227900331,0
5__0,19,False,0.3457771750431988,0
5__0,20,False,0.34945501866248696,0
5__0,21,False,0.33584835007338887,1
5__0,22,False,0.40873795991940237,0
5__0,23,False,0.20453697365897128,1
5__0,24,False,0.25664880449930505,1
5__0,25,False,0.28786526002116,0
5__0,26,False,0.21230475372924107,0
5__0,27,False,0.20875392885874172,0
5__0,28,False,0.18994781096552182,1
5__0,29,False,0.1952831963909214,1
5__0,30,False,0.0374740623090648,0
5__0,31,False,0.09666481703667495,0
5__0,32,False,0.001898364213284569,0
5__0,33,False,0.11870973588739325,0
5__0,34,False,0.16915191025839754,0
