series,team_display,department_display,driver,driver_value,current_value,unit,expected_productivity,ci80_lower,ci80_upper,ci95_lower,ci95_upper
10__1,Team 10,Sewing,SMV,24.566666666666663,20.819999999999997,,0.7011110088212416,0.6729482790192748,0.727634802277356,0.657310720839236,0.7424754631766446
10__1,Team 10,Sewing,SMV,25.47333333333333,20.819999999999997,,0.6986843423725294,0.6701823275648682,0.7252532599493773,0.6545498670175302,0.7409222728077969
10__1,Team 10,Sewing,SMV,26.38,20.819999999999997,,0.696328255556564,0.6673048669987466,0.722830816667471,0.6515671746805632,0.739162493214842
10__1,Team 10,Sewing,SMV,27.286666666666665,20.819999999999997,,0.694038597301508,0.6649750677655203,0.7209124609589486,0.6486703297779638,0.7374377419090578
10__1,Team 10,Sewing,SMV,28.19333333333333,20.819999999999997,,0.6918115812101376,0.6626396314231252,0.7189119775198167,0.6458544295330305,0.7357525616215076
10__1,Team 10,Sewing,SMV,29.099999999999998,20.819999999999997,,0.6896437434480104,0.6600752692621579,0.7171139706982956,0.6431149878887357,0.7341213813446025
10__1,Team 10,Sewing,Style Changes,0.0,0.0,,0.7119947846436399,0.6847196713386328,0.7382328235522608,0.6703887024039711,0.7515245834178591
10__1,Team 10,Sewing,Style Changes,1.0,0.0,,0.7262347618410755,0.6982896726122891,0.7523535654916691,0.6831180842172797,0.7658433960151056
10__1,Team 10,Sewing,Style Changes,2.0,0.0,,0.7398783479142128,0.7083765959395163,0.7702167799197749,0.6920859469024534,0.7858328992049399
11__0,Team 11,Finishing,Incentive,0.0,0.0,BDT,0.7902014414949428,0.757047721372476,0.8224410486090252,0.7385092205939212,0.8389378599579276
11__0,Team 11,Finishing,Incentive,2.9333333333333327,0.0,BDT,0.7311547545103247,0.6638794506277705,0.7941083869271763,0.6197123658757695,0.8209767771304293
11__0,Team 11,Finishing,Incentive,5.866666666666665,0.0,BDT,0.7163470378820372,0.642058027764505,0.7883956574032861,0.5889626551212893,0.8146353899208029
11__0,Team 11,Finishing,Incentive,8.799999999999997,0.0,BDT,0.7066413835676619,0.6257482306135266,0.783781922167127,0.572877667358365,0.8123715227208688
11__0,Team 11,Finishing,Incentive,11.73333333333333,0.0,BDT,0.6993791768240789,0.612629497000285,0.7805941122785749,0.5606917967878312,0.8117539399370252
11__0,Team 11,Finishing,Incentive,14.666666666666664,0.0,BDT,0.6935623094978909,0.6029838592644858,0.7795816352152836,0.5511504287968781,0.8105598530065878
11__0,Team 11,Finishing,Incentive,17.599999999999994,0.0,BDT,0.6887039769529634,0.5943305623337666,0.7783717097395367,0.5407558765879958,0.8082738403739628
11__0,Team 11,Finishing,Incentive,20.533333333333328,0.0,BDT,0.6845292314601997,0.5873209615565804,0.7769344848233538,0.5341805843727051,0.8068888577207068
11__0,Team 11,Finishing,Incentive,23.46666666666666,0.0,BDT,0.6823744688681094,0.5813673865674277,0.7764789774022156,0.5294603292723223,0.8080456366733129
11__0,Team 11,Finishing,Incentive,26.399999999999995,0.0,BDT,0.6873477976659078,0.5866343093777803,0.7808209873025945,0.5315208101688178,0.8128956053637246
11__0,Team 11,Finishing,Incentive,29.33333333333333,0.0,BDT,0.6915981343295808,0.5892503723790904,0.7851356459092195,0.5345129221522016,0.8179914394750715
11__0,Team 11,Finishing,Incentive,32.26666666666666,0.0,BDT,0.6960145619328388,0.5933050309608647,0.7902748435481273,0.5374197929637244,0.8216319603415865
11__0,Team 11,Finishing,Incentive,35.19999999999999,0.0,BDT,0.7010552201190153,0.5964219821882268,0.7953457453747382,0.5410586145486374,0.8265494879850183
11__0,Team 11,Finishing,Incentive,38.133333333333326,0.0,BDT,0.7069355462012924,0.6024445872547062,0.8008986700062892,0.5453637068989297,0.8317499116543314
11__0,Team 11,Finishing,Incentive,41.066666666666656,0.0,BDT,0.7137293212243151,0.6092122503888576,0.807467250991301,0.5517766579401786,0.837989172773593
11__0,Team 11,Finishing,Incentive,43.99999999999999,0.0,BDT,0.7214258273215136,0.6158654972374009,0.8149671487384584,0.5592610778163197,0.8447490069828993
11__0,Team 11,Finishing,Incentive,46.93333333333332,0.0,BDT,0.7299636057282579,0.6250115852209986,0.8223299384189423,0.5677946215490018,0.8514872254076632
11__0,Team 11,Finishing,Incentive,49.86666666666665,0.0,BDT,0.7392511472313017,0.6354129290997365,0.8304163026526954,0.5772554272631846,0.8588120238373724
11__0,Team 11,Finishing,Incentive,52.79999999999999,0.0,BDT,0.7491800108032135,0.6456370429692846,0.8390650990798206,0.5879218707778308,0.8666802506568662
11__0,Team 11,Finishing,Incentive,55.73333333333332,0.0,BDT,0.7596334198110637,0.6596338096967828,0.8482554234034203,0.599566758028714,0.8743095255230512
11__0,Team 11,Finishing,Incentive,58.66666666666666,0.0,BDT,0.7704920812477716,0.6725935682552621,0.8574905748284058,0.6118909398070493,0.8818625951331482
11__0,Team 11,Finishing,Incentive,61.59999999999999,0.0,BDT,0.7816382475663429,0.6858771135271403,0.86572765558675,0.6251017857845662,0.88934175880277
11__0,Team 11,Finishing,Incentive,64.53333333333332,0.0,BDT,0.7929309070749446,0.6991897090456853,0.8748688652954836,0.6395594599844009,0.8969411066275924
11__0,Team 11,Finishing,Incentive,67.46666666666665,0.0,BDT,0.8041545685398087,0.712025116572409,0.8834516015019864,0.6529219146986502,0.9053251649036991
11__0,Team 11,Finishing,Incentive,69.5,0.0,BDT,0.8117971494477619,0.721524014832025,0.8892127915529111,0.6631069912995529,0.9104084121487914
11__0,Team 11,Finishing,Incentive,70.39999999999998,0.0,BDT,0.8151294138373967,0.7259361619476067,0.8914599278503569,0.6676333597337293,0.9125906554185552
11__0,Team 11,Finishing,Incentive,73.33333333333331,0.0,BDT,0.8257278356180159,0.739386431370546,0.8993241669896928,0.681177108079119,0.9193763950387593
11__0,Team 11,Finishing,Incentive,76.26666666666665,0.0,BDT,0.8358634752723818,0.7524689769521441,0.906338466243869,0.6955256527254445,0.9256780199482875
11__0,Team 11,Finishing,Incentive,79.19999999999999,0.0,BDT,0.8454821503114093,0.7655947088743104,0.9127797899734967,0.7096595995440134,0.9314962642423226
11__0,Team 11,Finishing,Incentive,82.13333333333331,0.0,BDT,0.8545544069305595,0.7776791205179093,0.9187233435211856,0.7225976393077724,0.9366175152373167
11__0,Team 11,Finishing,Incentive,85.06666666666665,0.0,BDT,0.8630694651215959,0.7893153234086214,0.9246015118177936,0.7360935841932739,0.9413580596072852
11__0,Team 11,Finishing,Incentive,87.99999999999999,0.0,BDT,0.8710303481613609,0.800191038183644,0.9302804890623858,0.7478277731168521,0.945800100967025
11__0,Team 11,Finishing,WIP,0.0,0.0,pieces,0.6184388426384101,0.45154850323369544,0.7712517967223902,0.35826761311576416,0.8377614611611436
11__0,Team 11,Finishing,WIP,50.09333333333334,0.0,pieces,0.7089782228600311,0.5626283323588691,0.8342994322126952,0.4788257183995781,0.8787859038107421
11__0,Team 11,Finishing,WIP,100.18666666666668,0.0,pieces,0.7227939263213536,0.575136854256104,0.846504246382075,0.4908453105421329,0.8890472005427937
11__0,Team 11,Finishing,WIP,150.28000000000003,0.0,pieces,0.7306106609736931,0.5785868379486635,0.8542619576410836,0.4922838015233863,0.8959763447134331
11__0,Team 11,Finishing,WIP,200.37333333333336,0.0,pieces,0.7360254734154829,0.5823724921310334,0.8608070427749421,0.49594714940381973,0.8988038833336451
11__0,Team 11,Finishing,WIP,250.4666666666667,0.0,pieces,0.7401473740921123,0.5866746348139249,0.8652610078479883,0.49995474568545456,0.9018686268033892
11__0,Team 11,Finishing,WIP,300.56000000000006,0.0,pieces,0.7434634074555213,0.5898447143227108,0.8682069501123187,0.5032318991320542,0.9048988376656609
11__0,Team 11,Finishing,WIP,350.65333333333336,0.0,pieces,0.7462302425607688,0.5919904757033689,0.87062971364972,0.5046489962826803,0.9073967431414801
11__0,Team 11,Finishing,WIP,400.7466666666667,0.0,pieces,0.7485994709722762,0.595094979482353,0.8726620497981756,0.5017526097320366,0.9095127957354691
11__0,Team 11,Finishing,WIP,450.8400000000001,0.0,pieces,0.7506679551157277,0.5959323771039435,0.8746354224848311,0.5030474853619702,0.9110697268825014
11__0,Team 11,Finishing,WIP,500.9333333333334,0.0,pieces,0.752501273265491,0.5966716706266362,0.8764522487879334,0.504222373778659,0.9126639932792956
11__0,Team 11,Finishing,WIP,551.0266666666668,0.0,pieces,0.7541458401014037,0.5982187289802614,0.8778595512933535,0.5075990611687836,0.9140842653706255
11__0,Team 11,Finishing,WIP,601.1200000000001,0.0,pieces,0.7556356845915994,0.6001754759906913,0.8793986481029903,0.5097427217969773,0.9153624503958743
11__0,Team 11,Finishing,WIP,651.2133333333335,0.0,pieces,0.7569964800214696,0.6009662731297595,0.8807835210521872,0.5080729782594662,0.9165223133930762
11__0,Team 11,Finishing,WIP,701.3066666666667,0.0,pieces,0.7582480614402203,0.6037450791665885,0.881828018335517,0.508172744199885,0.9175834737572289
11__0,Team 11,Finishing,WIP,751.4000000000001,0.0,pieces,0.7594060634582982,0.6050011741186246,0.8828376862057129,0.5102653944134964,0.9185604987734366
11__0,Team 11,Finishing,WIP,801.4933333333335,0.0,pieces,0.7604830226890743,0.6055159665857979,0.8836618386036391,0.5122227838542976,0.9193652914039487
11__0,Team 11,Finishing,WIP,851.5866666666668,0.0,pieces,0.7614891416596862,0.606848376835342,0.8844087602835606,0.5140612672299052,0.9196675339407947
11__0,Team 11,Finishing,WIP,901.6800000000002,0.0,pieces,0.7624328315375746,0.6068530762374204,0.8852996069466151,0.5156833526005326,0.919951496228393
11__0,Team 11,Finishing,WIP,951.7733333333334,0.0,pieces,0.7633211061988712,0.6074503697680245,0.8863571325365588,0.5158772779411627,0.9203733006374663
11__0,Team 11,Finishing,WIP,1001.8666666666668,0.0,pieces,0.7641598738848041,0.6089459526064285,0.8873526090313497,0.5160612594654082,0.9212508337984342
11__0,Team 11,Finishing,WIP,1051.9600000000003,0.0,pieces,0.7649541567526321,0.6095526761196722,0.8882924972961005,0.5162362671123819,0.9220766515558518
11__0,Team 11,Finishing,WIP,1102.0533333333335,0.0,pieces,0.7657082586675377,0.6095215130869878,0.8891823181378801,0.5159958477415396,0.9228566675427936
11__0,Team 11,Finishing,WIP,1152.1466666666668,0.0,pieces,0.7664258951923554,0.6106670893577529,0.8900268245908779,0.5149272885354204,0.9231758541253978
11__0,Team 11,Finishing,WIP,1202.2400000000002,0.0,pieces,0.7671102955352788,0.6112528310645787,0.8908301366654887,0.5139235462963353,0.9234772611632255
11__0,Team 11,Finishing,WIP,1252.3333333333335,0.0,pieces,0.7677642834006628,0.6117441916280956,0.8915873908753734,0.5143391288975828,0.923861479635285
11__0,Team 11,Finishing,WIP,1302.426666666667,0.0,pieces,0.7683903417633886,0.6121015510767567,0.8923075647184999,0.5147595442596853,0.9245336109239248
11__0,Team 11,Finishing,WIP,1352.5200000000002,0.0,pieces,0.7689906652483627,0.6126253122449558,0.8928864361597632,0.5151762316469992,0.9252145972201554
11__0,Team 11,Finishing,WIP,1402.6133333333335,0.0,pieces,0.7695672028506141,0.6132721971476315,0.8933978909448761,0.5155777544105669,0.9258654870553453
11__0,Team 11,Finishing,WIP,1452.706666666667,0.0,pieces,0.7701216930530934,0.6137973169877445,0.8941075795714137,0.5159651765254472,0.9262997069284427
11__0,Team 11,Finishing,WIP,1502.8000000000002,0.0,pieces,0.7706556929063773,0.6143004334810132,0.8948539175590725,0.5154996587151717,0.9266270116403075
11__0,Team 11,Finishing,Workers,7.000000000000002,9.000000000000002,workers,0.7658431753257724,0.7297226475482669,0.8005820448842702,0.7097830734391118,0.8180685161535955
11__0,Team 11,Finishing,Workers,8.700000000000003,9.000000000000002,workers,0.7869939256131281,0.7537325080619475,0.8195532220395464,0.7343635158274895,0.8359446150545059
11__0,Team 11,Finishing,Workers,9.000000000000002,9.000000000000002,workers,0.7902014414949428,0.757047721372476,0.8224410486090252,0.7385092205939212,0.8389378599579276
11__0,Team 11,Finishing,Workers,10.400000000000002,9.000000000000002,workers,0.8035756553665339,0.7712376235466393,0.8344098656736306,0.7522886141434141,0.8493255149580088
11__0,Team 11,Finishing,Workers,12.100000000000003,9.000000000000002,workers,0.8170153925017773,0.7861666872834717,0.8471497001157337,0.7660316280733087,0.8607583730260839
11__0,Team 11,Finishing,Workers,13.800000000000004,9.000000000000002,workers,0.8281859369841998,0.7974887867606466,0.8579792138850285,0.7774359186717268,0.8708112702416212
11__0,Team 11,Finishing,Workers,15.500000000000004,9.000000000000002,workers,0.837655149873714,0.8066492184219124,0.8670857808219508,0.7879479007866151,0.8795933257282874
11__0,Team 11,Finishing,Workers,17.200000000000003,9.000000000000002,workers,0.8458105131863366,0.8147608489504063,0.8751910299459785,0.7966660809379056,0.8874173261385176
11__0,Team 11,Finishing,Workers,18.900000000000006,9.000000000000002,workers,0.8529266402240354,0.8215023961054311,0.882521406038041,0.8041103909266609,0.8938658995023833
11__0,Team 11,Finishing,Workers,20.600000000000005,9.000000000000002,workers,0.8592042660884199,0.8274361678000397,0.8888115456233884,0.8108308431765375,0.8997387098052615
11__0,Team 11,Finishing,Workers,22.300000000000004,9.000000000000002,workers,0.8647939491081248,0.8330558797448397,0.8944293736774346,0.8162880956098917,0.9045044731009375
11__0,Team 11,Finishing,Workers,24.000000000000007,9.000000000000002,workers,0.8698110992307044,0.8378060192727919,0.8993703852557885,0.8215674153869016,0.9093025347402396
11__0,Team 11,Finishing,Workers,25.700000000000003,9.000000000000002,workers,0.8743458507187195,0.8420014996824322,0.9037041350335073,0.8260630920467086,0.9134828624423323
11__0,Team 11,Finishing,Workers,27.400000000000006,9.000000000000002,workers,0.8784697467274893,0.8457639512692668,0.9076576299512178,0.8296997238977887,0.9174033258636006
11__0,Team 11,Finishing,Workers,29.10000000000001,9.000000000000002,workers,0.8822403848121958,0.8492636800750035,0.9112674532800316,0.832550655106862,0.9209409520016919
11__0,Team 11,Finishing,Workers,30.800000000000004,9.000000000000002,workers,0.8857047196284638,0.8525420208072468,0.9145254869295454,0.8351708106587368,0.9241835601687314
11__0,Team 11,Finishing,Workers,32.50000000000001,9.000000000000002,workers,0.8889014584622854,0.8557213579560474,0.9173923400842584,0.8379531010359612,0.9272074566337957
11__0,Team 11,Finishing,Workers,34.20000000000001,9.000000000000002,workers,0.8918628299213694,0.8590382641685085,0.9203589120851637,0.841232124176789,0.9300663637502758
11__0,Team 11,Finishing,Workers,35.900000000000006,9.000000000000002,workers,0.8946159107196454,0.8618067863021728,0.9229283881342114,0.8443273842960143,0.932758260555824
11__0,Team 11,Finishing,Workers,37.60000000000001,9.000000000000002,workers,0.8971836352832946,0.8643862892058033,0.9253194929958984,0.8474553059149725,0.9350310774459373
11__0,Team 11,Finishing,Workers,39.300000000000004,9.000000000000002,workers,0.899585573989586,0.8669381618072567,0.9274043997805196,0.850573997938572,0.93714184433157
11__0,Team 11,Finishing,Workers,41.00000000000001,9.000000000000002,workers,0.9018385401429752,0.8693084999270376,0.9294492530270263,0.8531017400652987,0.9390397684593532
11__0,Team 11,Finishing,Workers,42.70000000000001,9.000000000000002,workers,0.90395706847725,0.8715894087486551,0.9313959756688205,0.8555259510196165,0.9409833685140717
11__0,Team 11,Finishing,Workers,44.400000000000006,9.000000000000002,workers,0.9059537960999592,0.8736307497569542,0.9332778844930864,0.8573087446248485,0.9427496464887121
11__0,Team 11,Finishing,Workers,46.10000000000001,9.000000000000002,workers,0.9078397685222438,0.8755054693240074,0.9349960710062128,0.8594998310734354,0.9444399780585417
11__0,Team 11,Finishing,Workers,47.80000000000001,9.000000000000002,workers,0.9096246875657673,0.8773109501482254,0.9366870105266624,0.8613878914237422,0.9459888049137423
11__0,Team 11,Finishing,Workers,49.50000000000001,9.000000000000002,workers,0.9113171137431734,0.879158583880605,0.9382951698957053,0.8630730333144351,0.9475316722008424
11__0,Team 11,Finishing,Workers,51.20000000000001,9.000000000000002,workers,0.9129246326623375,0.8808887123292699,0.9399035266472104,0.8646860670729108,0.9490397398668925
11__0,Team 11,Finishing,Workers,52.90000000000001,9.000000000000002,workers,0.91445399276697,0.8825232014328754,0.9413126572672683,0.866206770598835,0.9503948985488915
11__0,Team 11,Finishing,Workers,54.60000000000001,9.000000000000002,workers,0.9159112200644052,0.884088417009865,0.9426527747214389,0.867674075167083,0.951573654275663
11__0,Team 11,Finishing,Workers,56.30000000000001,9.000000000000002,workers,0.9173017142447558,0.8853087778659108,0.9438818134343864,0.8691250871616834,0.952564438485824
11__0,Team 11,Finishing,Workers,58.000000000000014,9.000000000000002,workers,0.9186303296517889,0.8867586213881936,0.9450853941454271,0.8704912936335335,0.9536550744791578
11__0,Team 11,Finishing,Overtime,960.0,2399.999999999999,min,0.7947984453150128,0.7621412498942508,0.8262849288339904,0.7452891420077211,0.8422605576203965
11__0,Team 11,Finishing,Overtime,1273.6,2399.999999999999,min,0.7933900330282677,0.7608309501450994,0.8251052358408283,0.7424200372514022,0.8410234407081395
11__0,Team 11,Finishing,Overtime,1587.2,2399.999999999999,min,0.7922872181571086,0.7595285379826532,0.8243438578388302,0.7412927121138266,0.8403178398673268
11__0,Team 11,Finishing,Overtime,1900.8000000000002,2399.999999999999,min,0.7913799915848855,0.7584730089401851,0.8236466874676038,0.7401539290298221,0.8395719889251366
11__0,Team 11,Finishing,Overtime,2214.4,2399.999999999999,min,0.7906088806779601,0.7575027652324581,0.8227483368356776,0.738951325502646,0.8392337967913078
11__0,Team 11,Finishing,Overtime,2399.999999999999,2399.999999999999,min,0.7902014414949428,0.757047721372476,0.8224410486090252,0.7385092205939212,0.8389378599579276
11__0,Team 11,Finishing,Overtime,2528.0,2399.999999999999,min,0.789938043861381,0.7567530806235878,0.8222509708424278,0.7382235490312666,0.8387448433502228
11__0,Team 11,Finishing,Overtime,2841.6000000000004,2399.999999999999,min,0.7893441922046913,0.7561033721282427,0.8218225780429397,0.7372052186292806,0.8382187520305696
11__0,Team 11,Finishing,Overtime,3155.2000000000003,2399.999999999999,min,0.7888113302626008,0.755507870182149,0.8214284552431289,0.7364460446575795,0.8377444634662874
11__0,Team 11,Finishing,Overtime,3468.8,2399.999999999999,min,0.7883279933282346,0.7549904899833939,0.8211339254240839,0.7359591769455421,0.8373124510169836
11__0,Team 11,Finishing,Overtime,3782.4,2399.999999999999,min,0.7878856811441411,0.7545558552994428,0.8208134321968326,0.7354470070661946,0.83702425434356
11__0,Team 11,Finishing,Overtime,4096.0,2399.999999999999,min,0.7874779153394099,0.754168438459546,0.8203599730825282,0.7349777864509599,0.8368065893854043
11__0,Team 11,Finishing,Overtime,4409.6,2399.999999999999,min,0.7870996442892352,0.7537489073008389,0.8199505613015328,0.7344319368740911,0.8366047775606085
11__0,Team 11,Finishing,Overtime,4723.200000000001,2399.999999999999,min,0.7867468521618977,0.7532526170918072,0.8195298652706048,0.7339169712297446,0.8364166529197347
11__0,Team 11,Finishing,Overtime,5036.8,2399.999999999999,min,0.7864162934238262,0.7529543898863603,0.8193774442819257,0.733434539903499,0.8361823190163477
11__0,Team 11,Finishing,Overtime,5350.400000000001,2399.999999999999,min,0.7861053073700941,0.7525497092566215,0.8191502053425188,0.7329807450351008,0.8359527800734496
11__0,Team 11,Finishing,Overtime,5664.0,2399.999999999999,min,0.7858116853604863,0.7521675024219949,0.8187607630763815,0.732552351500913,0.8356870182066093
11__0,Team 11,Finishing,Overtime,5977.6,2399.999999999999,min,0.785533573742369,0.7518239566612376,0.8184232574534728,0.7321466659564722,0.8354352614550676
11__0,Team 11,Finishing,Overtime,6291.200000000001,2399.999999999999,min,0.7852694015287909,0.7514174822479824,0.8182717904617361,0.7317622585060717,0.8351960928344769
11__0,Team 11,Finishing,Overtime,6604.8,2399.999999999999,min,0.7850178256191226,0.7511070447907142,0.818151194235761,0.7314408739886956,0.8350129577149198
11__0,Team 11,Finishing,Overtime,6918.400000000001,2399.999999999999,min,0.7847776886889728,0.7509544025825691,0.8180188834409108,0.7311277560791876,0.8348580683863135
11__0,Team 11,Finishing,Overtime,7232.0,2399.999999999999,min,0.7845479863863585,0.7504843893557346,0.8177185759646423,0.7308072502860941,0.8347099369772154
11__0,Team 11,Finishing,Overtime,7545.6,2399.999999999999,min,0.7843278414690473,0.7500595590054319,0.8174133058116608,0.7305434495245092,0.8345679941372168
11__0,Team 11,Finishing,Overtime,7859.200000000001,2399.999999999999,min,0.7841164831909895,0.7498996884812518,0.8172554149636053,0.730290237790778,0.834431739733267
11__0,Team 11,Finishing,Overtime,8172.8,2399.999999999999,min,0.7839132307084896,0.7496382902166846,0.8171097833581045,0.7300335564723921,0.8343007320529394
11__0,Team 11,Finishing,Overtime,8486.400000000001,2399.999999999999,min,0.7837174796001914,0.7494559446919307,0.817036194462337,0.7297117950807711,0.8341745790354113
11__0,Team 11,Finishing,Overtime,8800.0,2399.999999999999,min,0.7835286908246132,0.7492765900307826,0.8169486614802254,0.7294014814191399,0.8340529310894811
11__0,Team 11,Finishing,Overtime,9113.6,2399.999999999999,min,0.7833463816044349,0.7491386289789556,0.8168985883626126,0.7291018216718763,0.8339354751658103
11__0,Team 11,Finishing,Overtime,9427.2,2399.999999999999,min,0.7831701178474894,0.7490149567605547,0.8168407190920169,0.7288121020723818,0.8338211487620991
11__0,Team 11,Finishing,Overtime,9740.800000000001,2399.999999999999,min,0.7829995078034815,0.748895293038104,0.8167456299312762,0.7285316784738198,0.8336975648869125
11__0,Team 11,Finishing,Overtime,10054.400000000001,2399.999999999999,min,0.7828341967221993,0.7487504428405257,0.8166144493014463,0.7282601031853516,0.8335778270536507
11__0,Team 11,Finishing,Overtime,10368.0,2399.999999999999,min,0.7826738623291205,0.7485099616915347,0.8164991449132152,0.7279964394381285,0.8334617010938256
11__0,Team 11,Finishing,SMV,1.8999999999999997,1.8999999999999997,,0.7902014414949428,0.757047721372476,0.8224410486090252,0.7385092205939212,0.8389378599579276
11__0,Team 11,Finishing,SMV,2.806666666666666,1.8999999999999997,,0.7748838538742322,0.7396783682182593,0.8092491665178889,0.7197680836061237,0.8265907260485826
11__0,Team 11,Finishing,SMV,3.713333333333333,1.8999999999999997,,0.7622805216547501,0.7240470972555453,0.7990486715386463,0.704312230377262,0.8190774582382039
11__0,Team 11,Finishing,SMV,4.619999999999999,1.8999999999999997,,0.7515268322237293,0.7115567685546984,0.7895168897139685,0.6908958731304883,0.8094235338867464
11__0,Team 11,Finishing,SMV,5.526666666666666,1.8999999999999997,,0.742123172853722,0.6991279475727611,0.7823396316323469,0.6787455107463471,0.8026120589142011
11__0,Team 11,Finishing,SMV,6.433333333333333,1.8999999999999997,,0.733752636107451,0.688226542222433,0.7765751023254367,0.6675540390235439,0.796872467636918
11__0,Team 11,Finishing,SMV,7.339999999999999,1.8999999999999997,,0.7262006166220343,0.6788358005823565,0.7715620506147899,0.657256515393551,0.7915502746711208
11__0,Team 11,Finishing,SMV,8.246666666666666,1.8999999999999997,,0.7193145480771898,0.6694437643507806,0.7665649562554215,0.6478810961607262,0.7873948858117925
11__0,Team 11,Finishing,SMV,9.153333333333332,1.8999999999999997,,0.7129818110480678,0.6612700725101014,0.7619681738800793,0.6398239700486837,0.7838779975717799
11__0,Team 11,Finishing,SMV,10.06,1.8999999999999997,,0.7071167408359961,0.6538111111251519,0.7577065134424861,0.6318982474502834,0.7803601983685404
11__0,Team 11,Finishing,SMV,10.966666666666667,1.8999999999999997,,0.7016525584000896,0.646593653910643,0.7537160358341402,0.623671897647366,0.7776459066186666
11__0,Team 11,Finishing,SMV,11.873333333333333,1.8999999999999997,,0.696536132687757,0.6403302596276336,0.7500043597304787,0.6155441421454488,0.7749192245400909
11__0,Team 11,Finishing,SMV,12.78,1.8999999999999997,,0.6917244544583181,0.6337692439351386,0.7468260324678715,0.6070787273477275,0.7722669672421153
11__0,Team 11,Finishing,SMV,13.686666666666666,1.8999999999999997,,0.6871821883153875,0.6271515886461766,0.7439313943779177,0.5990941848864003,0.769635778040987
11__0,Team 11,Finishing,SMV,14.593333333333334,1.8999999999999997,,0.68287992813286,0.6217757613448867,0.7414640333227566,0.5917398454532724,0.7675000901354391
11__0,Team 11,Finishing,SMV,15.5,1.8999999999999997,,0.6787929252917835,0.6164827104805577,0.739265446514213,0.5850476897516392,0.7658435544094303
11__0,Team 11,Finishing,SMV,16.406666666666666,1.8999999999999997,,0.6749001430830815,0.6118198444301349,0.7366334716499363,0.579706309633135,0.7637726332477591
11__0,Team 11,Finishing,SMV,17.313333333333333,1.8999999999999997,,0.6711835412801126,0.6068431277775521,0.7341020053071131,0.5741942803153294,0.7617712917675173
11__0,Team 11,Finishing,SMV,18.22,1.8999999999999997,,0.6676275264270386,0.6025405122187051,0.7313965905153544,0.5678147886441152,0.7599602594782422
11__0,Team 11,Finishing,SMV,19.126666666666665,1.8999999999999997,,0.6642185235849158,0.5978901567941666,0.7288828029244818,0.5624366159390309,0.758263476723438
11__0,Team 11,Finishing,SMV,20.03333333333333,1.8999999999999997,,0.6609446385309409,0.5933841549431896,0.7268736316614048,0.557587989479836,0.7565832790705096
11__0,Team 11,Finishing,SMV,20.939999999999998,1.8999999999999997,,0.6577953882973536,0.5896114738339944,0.7250546485696426,0.5529430546182477,0.7546277306113286
11__0,Team 11,Finishing,SMV,21.846666666666664,1.8999999999999997,,0.6547614840202123,0.5857324952475332,0.7228077172732422,0.548517232380215,0.7529400203450043
11__0,Team 11,Finishing,SMV,22.75333333333333,1.8999999999999997,,0.6518346543061087,0.5819836468860285,0.7208633255306962,0.5442564337864519,0.7513692806197824
11__0,Team 11,Finishing,SMV,23.659999999999997,1.8999999999999997,,0.6490075003253185,0.5780173945315914,0.7190113833799566,0.5401491374173026,0.7498489106126265
11__0,Team 11,Finishing,SMV,24.566666666666663,1.8999999999999997,,0.6462733759959275,0.5744625022853204,0.7170984569434304,0.5361849933367016,0.7489144266386547
11__0,Team 11,Finishing,SMV,25.47333333333333,1.8999999999999997,,0.6436262881940037,0.5711533620909125,0.7151373210943854,0.5323570736972423,0.7472600112951968
11__0,Team 11,Finishing,SMV,26.38,1.8999999999999997,,0.641060813083258,0.5682190320701899,0.7132310692441186,0.5289545610436286,0.7456336089781607
11__0,Team 11,Finishing,SMV,27.286666666666665,1.8999999999999997,,0.6385720255219947,0.5650225122088043,0.7113739396497387,0.5258008144537308,0.7442087396913449
11__0,Team 11,Finishing,SMV,28.19333333333333,1.8999999999999997,,0.6361554391570218,0.5619955071464164,0.7098423554625105,0.5215948455918623,0.7427713545530031
11__0,Team 11,Finishing,SMV,29.099999999999998,1.8999999999999997,,0.6338069553106656,0.5590892390749205,0.7082081805917716,0.5180788134057241,0.7416324845228228
11__0,Team 11,Finishing,Style Changes,0.0,0.0,,0.7902014414949428,0.757047721372476,0.8224410486090252,0.7385092205939212,0.8389378599579276
11__0,Team 11,Finishing,Style Changes,1.0,0.0,,0.8015880063574644,0.7681098112020917,0.8334132690914218,0.7486814193878425,0.8492435309917316
11__0,Team 11,Finishing,Style Changes,2.0,0.0,,0.8123516649965508,0.777416140382736,0.8462911546019051,0.7571425776859699,0.8624191917315864
11__1,Team 11,Sewing,Incentive,0.0,50.0,BDT,0.6682402121601583,0.6259894275817149,0.7083829407931767,0.6096038976375014,0.7270586861135959
11__1,Team 11,Sewing,Incentive,2.9333333333333327,50.0,BDT,0.6624900400120017,0.6197679510750581,0.7021456920267826,0.595259374218813,0.7196054943466424
11__1,Team 11,Sewing,Incentive,5.866666666666665,50.0,BDT,0.6727259402614333,0.6327361477515472,0.7087944121771622,0.6128099459764499,0.7243754377174708
11__1,Team 11,Sewing,Incentive,8.799999999999997,50.0,BDT,0.6791661155619864,0.6411590138246244,0.7124970522122126,0.6220317663413361,0.7280308034833203
11__1,Team 11,Sewing,Incentive,11.73333333333333,50.0,BDT,0.6838576751881178,0.6483734438176014,0.7163734514467086,0.6275780123073029,0.7318416879987791
