series,team_display,department_display,driver,driver_value,current_value,unit,expected_productivity,ci80_lower,ci80_upper,ci95_lower,ci95_upper
10__0,Team 10,Finishing,Incentive,69.5,0.0,BDT,0.8083844495015835,0.7086090560284091,0.8941170127451306,0.645012617050205,0.9214647634000295
10__0,Team 10,Finishing,Incentive,70.39999999999998,0.0,BDT,0.8117371906718355,0.7125941524035814,0.896568555499474,0.64976626610864,0.9231961273855299
10__0,Team 10,Finishing,Incentive,73.33333333333331,0.0,BDT,0.8224078132563142,0.727287497664748,0.9039354915784931,0.6638693165270132,0.9279100460915941
10__0,Team 10,Finishing,Incentive,76.26666666666665,0.0,BDT,0.8326228647890159,0.7402229790342185,0.9107763356029402,0.6775708451214947,0.9336245638238402
10__0,Team 10,Finishing,Incentive,79.19999999999999,0.0,BDT,0.8423266297537289,0.7530352276385818,0.9171634084869911,0.6926938725466425,0.938838885361651
10__0,Team 10,Finishing,Incentive,82.13333333333331,0.0,BDT,0.8514881488999763,0.7651410825146456,0.9231285527889528,0.7073338204485027,0.9436507161836346
10__0,Team 10,Finishing,Incentive,85.06666666666665,0.0,BDT,0.8600952295625321,0.7766412889624679,0.9284891149791495,0.7214105612199478,0.9479544509944983
10__0,Team 10,Finishing,Incentive,87.99999999999999,0.0,BDT,0.8681496167895785,0.7873049001009181,0.9334116382819699,0.7341270892980774,0.9519688588968489
10__0,Team 10,Finishing,WIP,0.0,0.0,pieces,0.5378699783184834,0.37236655523595014,0.7070696379769572,0.2858455368024759,0.7870847814797842
10__0,Team 10,Finishing,WIP,50.09333333333334,0.0,pieces,0.6362676649238292,0.4784517551235151,0.7786828831130888,0.38376974378009865,0.8404237112933007
10__0,Team 10,Finishing,WIP,100.18666666666668,0.0,pieces,0.6520145990681879,0.49205230762579644,0.7991266545555714,0.39322634318264377,0.853288579246233
10__0,Team 10,Finishing,WIP,150.28000000000003,0.0,pieces,0.6610046449369572,0.49561073696663377,0.8088290578947804,0.3984316093072233,0.8628644390983324
10__0,Team 10,Finishing,WIP,200.37333333333336,0.0,pieces,0.6672656104440537,0.4992346857293781,0.8161892686781258,0.40174515475025063,0.8693654316528722
10__0,Team 10,Finishing,WIP,250.4666666666667,0.0,pieces,0.6720496378635765,0.5013428329766936,0.8226864175446985,0.4018604782495209,0.8726160602073587
10__0,Team 10,Finishing,WIP,300.56000000000006,0.0,pieces,0.6759095033539039,0.5044211105004883,0.8260106928000168,0.4029161902651113,0.8751411042725362
10__0,Team 10,Finishing,WIP,350.65333333333336,0.0,pieces,0.6791376343620623,0.5061092952667373,0.8303410610393459,0.40484196012496393,0.8771284330439919
10__0,Team 10,Finishing,WIP,400.7466666666667,0.0,pieces,0.6819072656388755,0.5075831792536726,0.834115854731698,0.40651969300760216,0.8797800899718803
10__0,Team 10,Finishing,WIP,450.8400000000001,0.0,pieces,0.6843293659926654,0.5085624020998561,0.8369570886474575,0.40803369689421043,0.8819804117529889
10__0,Team 10,Finishing,WIP,500.9333333333334,0.0,pieces,0.6864792238001759,0.5099211601181857,0.838878714820636,0.4093898485390119,0.8837573676715563
10__0,Team 10,Finishing,WIP,551.0266666666668,0.0,pieces,0.6884102246047182,0.5108218732933608,0.8414309436335422,0.4110139966650389,0.8857115209697827
10__0,Team 10,Finishing,WIP,601.1200000000001,0.0,pieces,0.69016157172351,0.5133179224775979,0.844358592264918,0.41277186174392533,0.8875916698251078
10__0,Team 10,Finishing,WIP,651.2133333333335,0.0,pieces,0.6917628852016952,0.5166511042482854,0.8458261748930312,0.4144136770248184,0.8895085755432864
10__0,Team 10,Finishing,WIP,701.3066666666667,0.0,pieces,0.6932370793175768,0.51718059078975,0.8471154123408431,0.4159356389708913,0.8912580493109926
10__0,Team 10,Finishing,WIP,751.4000000000001,0.0,pieces,0.694602237360104,0.5173752064578291,0.8484815239674987,0.41734012226536216,0.8928456292391532
10__0,Team 10,Finishing,WIP,801.4933333333335,0.0,pieces,0.6958728752596353,0.5179532713854605,0.8501212758531682,0.41693400744882075,0.8942115641255651
10__0,Team 10,Finishing,WIP,851.5866666666668,0.0,pieces,0.6970608182518729,0.518948152868372,0.8519529432317446,0.41665423970498167,0.8950123153343845
10__0,Team 10,Finishing,WIP,901.6800000000002,0.0,pieces,0.6981758244055511,0.5196107553712151,0.852846440006376,0.416459982563528,0.8957559440045889
10__0,Team 10,Finishing,WIP,951.7733333333334,0.0,pieces,0.6992260378273402,0.5202979579136393,0.8537937956126845,0.41604975273160466,0.8964461219997273
10__0,Team 10,Finishing,WIP,1001.8666666666668,0.0,pieces,0.7002183244085277,0.5197968923548834,0.8547655362074292,0.4160892703129296,0.8973678249795752
10__0,Team 10,Finishing,WIP,1051.9600000000003,0.0,pieces,0.7011585247928648,0.5202307106503864,0.855572387381427,0.4159133822503424,0.8982617245913566
10__0,Team 10,Finishing,WIP,1102.0533333333335,0.0,pieces,0.7020516478702646,0.5202086220808504,0.8565265500523057,0.4157456914956019,0.8989077495491581
10__0,Team 10,Finishing,WIP,1152.1466666666668,0.0,pieces,0.7029020207967757,0.5209835613176756,0.8575937421821294,0.41558546879721936,0.899398235143319
10__0,Team 10,Finishing,WIP,1202.2400000000002,0.0,pieces,0.7037134067396078,0.5218436919673395,0.8585866227133895,0.4154320780515087,0.8998658657278877
10__0,Team 10,Finishing,WIP,1252.3333333333335,0.0,pieces,0.7044890983223893,0.5222790650951272,0.8595157725090289,0.4152849610872867,0.9003345863115111
10__0,Team 10,Finishing,WIP,1302.426666666667,0.0,pieces,0.705231992540053,0.5226068850994504,0.860484062304666,0.4151436254354555,0.9009693572826387
