series,day_index,split_code,team_display,department_display,no_of_style_change,is_burn_in,date,driver_code,influence,driver
8__0,1,0,Team 8,Finishing,0,True,2015-01-03,incentive,0.118378492206193,Incentive
8__0,2,0,Team 8,Finishing,0,True,2015-01-04,incentive,0.1179462979538237,Incentive
8__0,3,0,Team 8,Finishing,0,True,2015-01-05,incentive,0.1176726856867227,Incentive
8__0,4,0,Team 8,Finishing,0,True,2015-01-06,incentive,0.1173952204948053,Incentive
8__0,5,0,Team 8,Finishing,0,True,2015-01-07,incentive,0.1171623404925633,Incentive
8__0,6,0,Team 8,Finishing,0,True,2015-01-08,incentive,0.1167596003420508,Incentive
8__0,7,0,Team 8,Finishing,0,True,2015-01-10,incentive,0.1167206796937911,Incentive
8__0,8,0,Team 8,Finishing,0,False,2015-01-11,incentive,0.1166246870930211,Incentive
8__0,9,0,Team 8,Finishing,0,False,2015-01-12,incentive,0.1163589343280302,Incentive
8__0,10,0,Team 8,Finishing,0,False,2015-01-13,incentive,0.1162316779740533,Incentive
8__0,11,0,Team 8,Finishing,0,False,2015-01-14,incentive,0.1161485902395509,Incentive
8__0,12,0,Team 8,Finishing,0,False,2015-01-15,incentive,0.116161454626833,Incentive
8__0,13,0,Team 8,Finishing,0,False,2015-01-17,incentive,0.1160428793684032,Incentive
8__0,14,0,Team 8,Finishing,0,False,2015-01-18,incentive,0.1160013354199126,Incentive
8__0,15,0,Team 8,Finishing,0,False,2015-01-19,incentive,0.1158858422472489,Incentive
8__0,16,0,Team 8,Finishing,0,False,2015-01-20,incentive,0.1158547682935308,Incentive
8__0,17,0,Team 8,Finishing,0,False,2015-01-21,incentive,0.1158817890205099,Incentive
8__0,18,0,Team 8,Finishing,0,False,2015-01-22,incentive,0.1160120367358149,Incentive
8__0,19,0,Team 8,Finishing,0,False,2015-01-24,incentive,0.1154067681574898,Incentive
8__0,20,0,Team 8,Finishing,0,False,2015-01-25,incentive,0.1157373289967247,Incentive
8__0,21,0,Team 8,Finishing,0,False,2015-01-27,incentive,0.1149709443255366,Incentive
8__0,22,0,Team 8,Finishing,0,False,2015-01-28,incentive,0.1150796883158802,Incentive
8__0,23,0,Team 8,Finishing,0,False,2015-01-29,incentive,0.1143358684800087,Incentive
8__0,24,0,Team 8,Finishing,0,False,2015-01-31,incentive,0.1128856175559434,Incentive
8__0,25,0,Team 8,Finishing,0,False,2015-02-01,incentive,0.1091059129422705,Incentive
8__0,26,0,Team 8,Finishing,0,False,2015-02-02,incentive,0.1094489178269914,Incentive
8__0,27,0,Team 8,Finishing,0,False,2015-02-03,incentive,0.1080309719085458,Incentive
8__0,28,0,Team 8,Finishing,0,False,2015-02-04,incentive,0.1077618698465663,Incentive
8__0,29,0,Team 8,Finishing,0,False,2015-02-08,incentive,0.1076229468758297,Incentive
8__0,30,0,Team 8,Finishing,0,False,2015-02-09,incentive,0.107797093175923,Incentive
8__0,31,0,Team 8,Finishing,0,False,2015-02-10,incentive,0.1078395830764512,Incentive
8__0,32,0,Team 8,Finishing,0,False,2015-02-11,incentive,0.1062984366825933,Incentive
8__0,33,0,Team 8,Finishing,0,False,2015-02-12,incentive,0.1063617345473579,Incentive
8__0,34,0,Team 8,Finishing,0,False,2015-02-14,incentive,0.1063973648501996,Incentive
8__0,35,0,Team 8,Finishing,0,False,2015-02-15,incentive,0.1066252717159637,Incentive
8__0,36,1,Team 8,Finishing,0,False,2015-02-18,incentive,0.1069325948131745,Incentive
8__0,37,1,Team 8,Finishing,0,False,2015-02-19,incentive,0.1069913703518213,Incentive
8__0,38,1,Team 8,Finishing,0,False,2015-02-23,incentive,0.1060999312481121,Incentive
8__0,39,1,Team 8,Finishing,0,False,2015-02-24,incentive,0.1059232371092099,Incentive
8__0,40,1,Team 8,Finishing,0,False,2015-02-25,incentive,0.106037677438664,Incentive
8__0,41,1,Team 8,Finishing,0,False,2015-02-26,incentive,0.1063188787611646,Incentive
8__0,42,1,Team 8,Finishing,0,False,2015-02-28,incentive,0.1065870324836681,Incentive
8__0,43,1,Team 8,Finishing,0,False,2015-03-01,incentive,0.1064903892222542,Incentive
8__0,44,2,Team 8,Finishing,0,False,2015-03-02,incentive,0.1064445713674672,Incentive
8__0,45,2,Team 8,Finishing,0,False,2015-03-03,incentive,0.1064684330328078,Incentive
8__0,46,2,Team 8,Finishing,0,False,2015-03-04,incentive,0.1058639338428847,Incentive
8__0,47,2,Team 8,Finishing,0,False,2015-03-05,incentive,0.1052542228519075,Incentive
8__0,48,2,Team 8,Finishing,0,False,2015-03-07,incentive,0.1054594817198905,Incentive
8__0,49,2,Team 8,Finishing,0,False,2015-03-08,incentive,0.1058017553545246,Incentive
8__0,50,2,Team 8,Finishing,0,False,2015-03-09,incentive,-0.1105399193536472,Incentive
8__0,51,2,Team 8,Finishing,0,False,2015-03-10,incentive,-0.1097360332257296,Incentive
8__0,52,2,Team 8,Finishing,0,False,2015-03-11,incentive,-0.1092556569684165,Incentive
8__1,0,0,Team 8,Sewing,0,True,2015-01-01,incentive,0.1243090989412953,Incentive
8__1,1,0,Team 8,Sewing,0,True,2015-01-03,incentive,0.125862732539808,Incentive
8__1,2,0,Team 8,Sewing,0,True,2015-01-04,incentive,0.1313343376096298,Incentive
8__1,3,0,Team 8,Sewing,0,True,2015-01-05,incentive,0.1333264087861499,Incentive
8__1,4,0,Team 8,Sewing,0,True,2015-01-06,incentive,0.1349435227172339,Incentive
8__1,5,0,Team 8,Sewing,0,True,2015-01-07,incentive,0.1358020783852111,Incentive
8__1,6,0,Team 8,Sewing,0,True,2015-01-08,incentive,0.1370389438363033,Incentive
8__1,7,0,Team 8,Sewing,0,True,2015-01-10,incentive,0.1378977653512595,Incentive
8__1,8,0,Team 8,Sewing,0,False,2015-01-11,incentive,0.1385694457285306,Incentive
8__1,9,0,Team 8,Sewing,0,False,2015-01-12,incentive,0.139122628555233,Incentive
8__1,10,0,Team 8,Sewing,0,False,2015-01-13,incentive,0.139615893664994,Incentive
8__1,11,0,Team 8,Sewing,0,False,2015-01-14,incentive,0.1400507020324189,Incentive
8__1,12,0,Team 8,Sewing,0,False,2015-01-15,incentive,0.1408792247471424,Incentive
8__1,13,0,Team 8,Sewing,0,False,2015-01-17,incentive,0.1409880762879757,Incentive
8__1,14,0,Team 8,Sewing,0,False,2015-01-18,incentive,0.1410949830263495,Incentive
8__1,15,0,Team 8,Sewing,0,False,2015-01-19,incentive,0.1410064881231685,Incentive
8__1,16,0,Team 8,Sewing,0,False,2015-01-20,incentive,0.1410008683444183,Incentive
8__1,17,0,Team 8,Sewing,0,False,2015-01-21,incentive,0.1412441945522714,Incentive
8__1,18,0,Team 8,Sewing,0,False,2015-01-22,incentive,0.1427873190134314,Incentive
8__1,19,0,Team 8,Sewing,0,False,2015-01-24,incentive,0.1502802567593756,Incentive
8__1,20,0,Team 8,Sewing,0,False,2015-01-25,incentive,0.155272866324607,Incentive
8__1,21,0,Team 8,Sewing,0,False,2015-01-26,incentive,0.158025572055355,Incentive
8__1,22,0,Team 8,Sewing,0,False,2015-01-27,incentive,0.1592430347516438,Incentive
8__1,23,0,Team 8,Sewing,0,False,2015-01-28,incentive,0.1620875346741383,Incentive
8__1,24,0,Team 8,Sewing,0,False,2015-01-31,incentive,0.186421173664864,Incentive
8__1,25,0,Team 8,Sewing,0,False,2015-02-01,incentive,0.1936844871112781,Incentive
8__1,26,0,Team 8,Sewing,0,False,2015-02-02,incentive,0.2149129481007422,Incentive
8__1,27,0,Team 8,Sewing,0,False,2015-02-03,incentive,0.2130773217600708,Incentive
8__1,28,0,Team 8,Sewing,0,False,2015-02-04,incentive,0.2032171639125457,Incentive
8__1,29,0,Team 8,Sewing,0,False,2015-02-05,incentive,0.207106519330246,Incentive
8__1,30,0,Team 8,Sewing,0,False,2015-02-07,incentive,0.2174894493060662,Incentive
8__1,31,0,Team 8,Sewing,0,False,2015-02-08,incentive,0.2262753853029754,Incentive
8__1,32,0,Team 8,Sewing,1,False,2015-02-09,incentive,0.2364138261524649,Incentive
8__1,33,0,Team 8,Sewing,1,False,2015-02-10,incentive,0.2331420721645805,Incentive
8__1,34,0,Team 8,Sewing,1,False,2015-02-11,incentive,0.2336608782160373,Incentive
8__1,35,0,Team 8,Sewing,1,False,2015-02-12,incentive,0.2369196712002838,Incentive
8__1,36,0,Team 8,Sewing,1,False,2015-02-14,incentive,0.2276650069009705,Incentive
8__1,37,0,Team 8,Sewing,1,False,2015-02-15,incentive,0.2283453014814157,Incentive
8__1,38,0,Team 8,Sewing,2,False,2015-02-16,incentive,0.2302163581921924,Incentive
8__1,39,0,Team 8,Sewing,2,False,2015-02-17,incentive,0.230401013722332,Incentive
8__1,40,1,Team 8,Sewing,2,False,2015-02-18,incentive,0.2461073203848089,Incentive
8__1,41,1,Team 8,Sewing,2,False,2015-02-19,incentive,0.2365500417777721,Incentive
8__1,42,1,Team 8,Sewing,2,False,2015-02-22,incentive,0.2363510266984966,Incentive
8__1,43,1,Team 8,Sewing,2,False,2015-02-23,incentive,0.2362021588689565,Incentive
8__1,44,1,Team 8,Sewing,2,False,2015-02-24,incentive,0.2359738280915827,Incentive
8__1,45,1,Team 8,Sewing,1,False,2015-02-25,incentive,0.2369041493608618,Incentive
8__1,46,1,Team 8,Sewing,2,False,2015-02-26,incentive,0.2356183333244373,Incentive
8__1,47,1,Team 8,Sewing,2,False,2015-02-28,incentive,0.2345031565083324,Incentive
8__1,48,1,Team 8,Sewing,0,False,2015-03-01,incentive,0.2335894634052187,Incentive
8__1,49,2,Team 8,Sewing,0,False,2015-03-02,incentive,0.2351409674439833,Incentive
8__1,50,2,Team 8,Sewing,0,False,2015-03-03,incentive,0.2344714235805869,Incentive
8__1,51,2,Team 8,Sewing,0,False,2015-03-04,incentive,0.2374102686286972,Incentive
8__1,52,2,Team 8,Sewing,1,False,2015-03-08,incentive,0.2333462582406754,Incentive
8__1,53,2,Team 8,Sewing,1,False,2015-03-09,incentive,0.2333504739836851,Incentive
8__1,54,2,Team 8,Sewing,1,False,2015-03-10,incentive,0.2337974595881461,Incentive
8__1,55,2,Team 8,Sewing,1,False,2015-03-11,incentive,0.2342324410478245,Incentive
9__0,0,0,Team 9,Finishing,0,True,2015-01-03,incentive,-0.0331428004743446,Incentive
9__0,1,0,Team 9,Finishing,0,True,2015-01-04,incentive,-0.0327078078001634,Incentive
9__0,2,0,Team 9,Finishing,0,True,2015-01-05,incentive,-0.0324987280473759,Incentive
9__0,3,0,Team 9,Finishing,0,True,2015-01-06,incentive,-0.0323151807821395,Incentive
9__0,4,0,Team 9,Finishing,0,True,2015-01-07,incentive,-0.0321286051333761,Incentive
9__0,5,0,Team 9,Finishing,0,True,2015-01-08,incentive,-0.031947346128142,Incentive
9__0,6,0,Team 9,Finishing,0,True,2015-01-10,incentive,-0.0318411608035349,Incentive
9__0,7,0,Team 9,Finishing,0,True,2015-01-11,incentive,-0.0317500286071516,Incentive
9__0,8,0,Team 9,Finishing,0,False,2015-01-12,incentive,-0.0316709870123984,Incentive
9__0,9,0,Team 9,Finishing,0,False,2015-01-13,incentive,-0.0316018029410454,Incentive
9__0,10,0,Team 9,Finishing,0,False,2015-01-14,incentive,-0.0315407612666133,Incentive
9__0,11,0,Team 9,Finishing,0,False,2015-01-15,incentive,-0.0314785920155871,Incentive
9__0,12,0,Team 9,Finishing,0,False,2015-01-17,incentive,-0.0314696085208785,Incentive
9__0,13,0,Team 9,Finishing,0,False,2015-01-18,incentive,-0.0315231083678256,Incentive
9__0,14,0,Team 9,Finishing,0,False,2015-01-19,incentive,-0.0314309458866001,Incentive
9__0,15,0,Team 9,Finishing,0,False,2015-01-20,incentive,-0.0314515742523602,Incentive
9__0,16,0,Team 9,Finishing,0,False,2015-01-21,incentive,-0.0314078625943942,Incentive
9__0,17,0,Team 9,Finishing,0,False,2015-01-24,incentive,-0.0316160872053574,Incentive
9__0,18,0,Team 9,Finishing,0,False,2015-01-31,incentive,-0.0305897624138179,Incentive
9__0,19,0,Team 9,Finishing,0,False,2015-02-02,incentive,-0.0305046907165809,Incentive
9__0,20,0,Team 9,Finishing,0,False,2015-02-03,incentive,-0.0305400383373585,Incentive
9__0,21,0,Team 9,Finishing,0,False,2015-02-04,incentive,-0.0305524072934213,Incentive
9__0,22,0,Team 9,Finishing,0,False,2015-02-07,incentive,-0.0305617430052782,Incentive
9__0,23,0,Team 9,Finishing,0,False,2015-02-08,incentive,-0.0305873147786281,Incentive
9__0,24,0,Team 9,Finishing,0,False,2015-02-09,incentive,-0.0306023419747249,Incentive
9__0,25,0,Team 9,Finishing,0,False,2015-02-10,incentive,-0.0306172096697159,Incentive
9__0,26,0,Team 9,Finishing,0,False,2015-02-11,incentive,-0.0306441521854581,Incentive
9__0,27,0,Team 9,Finishing,0,False,2015-02-12,incentive,-0.0306597936805669,Incentive
9__0,28,0,Team 9,Finishing,0,False,2015-02-14,incentive,-0.0307096504542579,Incentive
9__0,29,0,Team 9,Finishing,0,False,2015-02-16,incentive,-0.0307711032020792,Incentive
9__0,30,0,Team 9,Finishing,0,False,2015-02-17,incentive,-0.0307901870996444,Incentive
9__0,31,1,Team 9,Finishing,0,False,2015-02-18,incentive,-0.0308110426734421,Incentive
9__0,32,1,Team 9,Finishing,0,False,2015-02-22,incentive,-0.030819806031524,Incentive
9__0,33,1,Team 9,Finishing,0,False,2015-02-23,incentive,-0.0310023335001295,Incentive
9__0,34,1,Team 9,Finishing,0,False,2015-02-24,incentive,-0.0309713421945486,Incentive
9__0,35,1,Team 9,Finishing,0,False,2015-02-25,incentive,-0.0311288066951089,Incentive
9__0,36,1,Team 9,Finishing,0,False,2015-02-26,incentive,-0.0312793241517361,Incentive
9__0,37,1,Team 9,Finishing,0,False,2015-02-28,incentive,-0.0314222020860971,Incentive
9__0,38,1,Team 9,Finishing,0,False,2015-03-01,incentive,-0.0315571681731992,Incentive
9__0,39,2,Team 9,Finishing,0,False,2015-03-02,incentive,-0.0315557035813364,Incentive
9__0,40,2,Team 9,Finishing,0,False,2015-03-04,incentive,-0.0315224631357486,Incentive
9__0,41,2,Team 9,Finishing,0,False,2015-03-05,incentive,-0.0316453574908978,Incentive
9__0,42,2,Team 9,Finishing,0,False,2015-03-08,incentive,-0.0315703288798872,Incentive
9__0,43,2,Team 9,Finishing,0,False,2015-03-09,incentive,-0.1849587146791454,Incentive
9__0,44,2,Team 9,Finishing,0,False,2015-03-10,incentive,-0.1850473134196369,Incentive
9__0,45,2,Team 9,Finishing,0,False,2015-03-11,incentive,-0.1832237862419371,Incentive
9__1,0,0,Team 9,Sewing,0,True,2015-01-01,incentive,-0.0338015825470103,Incentive
9__1,1,0,Team 9,Sewing,0,True,2015-01-03,incentive,-0.0344155726564449,Incentive
9__1,2,0,Team 9,Sewing,0,True,2015-01-04,incentive,-0.0302421185691911,Incentive
9__1,3,0,Team 9,Sewing,0,True,2015-01-05,incentive,-0.031929953779918,Incentive
9__1,4,0,Team 9,Sewing,0,True,2015-01-06,incentive,-0.0332371458052061,Incentive
9__1,5,0,Team 9,Sewing,0,True,2015-01-07,incentive,-0.0343115833683284,Incentive
9__1,6,0,Team 9,Sewing,0,True,2015-01-08,incentive,-0.0335994759721849,Incentive
9__1,7,0,Team 9,Sewing,0,True,2015-01-10,incentive,-0.0337795451885055,Incentive
9__1,8,0,Team 9,Sewing,0,False,2015-01-11,incentive,-0.03300631510293,Incentive
9__1,9,0,Team 9,Sewing,0,False,2015-01-12,incentive,-0.0331964369570038,Incentive
9__1,10,0,Team 9,Sewing,0,False,2015-01-13,incentive,-0.0334315213564005,Incentive
9__1,11,0,Team 9,Sewing,0,False,2015-01-14,incentive,-0.0337109208114286,Incentive
9__1,12,0,Team 9,Sewing,0,False,2015-01-15,incentive,-0.0336971232581188,Incentive
9__1,13,0,Team 9,Sewing,0,False,2015-01-17,incentive,-0.0335417183127454,Incentive
9__1,14,0,Team 9,Sewing,0,False,2015-01-18,incentive,-0.0332024583580874,Incentive
9__1,15,0,Team 9,Sewing,0,False,2015-01-19,incentive,-0.0331664145150842,Incentive
9__1,16,0,Team 9,Sewing,0,False,2015-01-20,incentive,-0.0321652374288561,Incentive
9__1,17,0,Team 9,Sewing,0,False,2015-01-21,incentive,-0.0305614635540178,Incentive
9__1,18,0,Team 9,Sewing,0,False,2015-01-22,incentive,-0.028221808912189,Incentive
9__1,19,0,Team 9,Sewing,0,False,2015-01-24,incentive,-0.02790361559262,Incentive
9__1,20,0,Team 9,Sewing,0,False,2015-01-25,incentive,-0.0284751730717429,Incentive
9__1,21,0,Team 9,Sewing,0,False,2015-01-26,incentive,-0.0285206190808122,Incentive
9__1,22,0,Team 9,Sewing,0,False,2015-01-27,incentive,-0.0287544605710482,Incentive
9__1,23,0,Team 9,Sewing,0,False,2015-01-28,incentive,-0.0296200049884998,Incentive
9__1,24,0,Team 9,Sewing,0,False,2015-01-29,incentive,-0.0285108897498552,Incentive
9__1,25,0,Team 9,Sewing,0,False,2015-01-31,incentive,-0.0307071805117999,Incentive
9__1,26,0,Team 9,Sewing,0,False,2015-02-01,incentive,-0.0306846968835501,Incentive
9__1,27,0,Team 9,Sewing,0,False,2015-02-02,incentive,-0.0307387992790805,Incentive
9__1,28,0,Team 9,Sewing,0,False,2015-02-03,incentive,-0.0315489704252759,Incentive
9__1,29,0,Team 9,Sewing,0,False,2015-02-04,incentive,-0.0311580907194094,Incentive
9__1,30,0,Team 9,Sewing,0,False,2015-02-05,incentive,-0.030670046881158,Incentive
9__1,31,0,Team 9,Sewing,0,False,2015-02-07,incentive,-0.0300421892443931,Incentive
9__1,32,0,Team 9,Sewing,0,False,2015-02-08,incentive,-0.0294286189660597,Incentive
9__1,33,0,Team 9,Sewing,0,False,2015-02-09,incentive,-0.0289481191432474,Incentive
9__1,34,0,Team 9,Sewing,0,False,2015-02-10,incentive,-0.0297800726953041,Incentive
9__1,35,0,Team 9,Sewing,0,False,2015-02-11,incentive,-0.0290121460192342,Incentive
9__1,36,0,Team 9,Sewing,0,False,2015-02-12,incentive,-0.0259210878752568,Incentive
9__1,37,0,Team 9,Sewing,1,False,2015-02-15,incentive,0.0033219539836932,Incentive
9__1,38,0,Team 9,Sewing,1,False,2015-02-16,incentive,0.0259641340888443,Incentive
9__1,39,0,Team 9,Sewing,1,False,2015-02-17,incentive,0.0210057551135779,Incentive
9__1,40,1,Team 9,Sewing,1,False,2015-02-18,incentive,0.0210578384023671,Incentive
9__1,41,1,Team 9,Sewing,1,False,2015-02-19,incentive,0.0217091575421311,Incentive
9__1,42,1,Team 9,Sewing,1,False,2015-02-22,incentive,0.0225404325011945,Incentive
9__1,43,1,Team 9,Sewing,1,False,2015-02-23,incentive,0.0220336961879856,Incentive
9__1,44,1,Team 9,Sewing,1,False,2015-02-24,incentive,0.0218728884271212,Incentive
9__1,45,1,Team 9,Sewing,1,False,2015-02-25,incentive,0.0329368460945683,Incentive
9__1,46,1,Team 9,Sewing,1,False,2015-02-26,incentive,0.033078104959575,Incentive
9__1,47,1,Team 9,Sewing,1,False,2015-02-28,incentive,0.0333217656265104,Incentive
9__1,48,1,Team 9,Sewing,0,False,2015-03-01,incentive,0.0333492498756408,Incentive
9__1,49,2,Team 9,Sewing,0,False,2015-03-02,incentive,0.0332885512076569,Incentive
9__1,50,2,Team 9,Sewing,0,False,2015-03-03,incentive,0.0332736197065309,Incentive
9__1,51,2,Team 9,Sewing,0,False,2015-03-04,incentive,0.0332499504936941,Incentive
9__1,52,2,Team 9,Sewing,0,False,2015-03-05,incentive,0.0330525866135212,Incentive
9__1,53,2,Team 9,Sewing,0,False,2015-03-07,incentive,0.0328290280902501,Incentive
9__1,54,2,Team 9,Sewing,0,False,2015-03-08,incentive,0.0327460620321892,Incentive
9__1,55,2,Team 9,Sewing,0,False,2015-03-09,incentive,0.0326900139473545,Incentive
9__1,56,2,Team 9,Sewing,0,False,2015-03-10,incentive,0.0326175310041337,Incentive
9__1,57,2,Team 9,Sewing,0,False,2015-03-11,incentive,0.0334647345209611,Incentive
10__0,0,0,Team 10,Finishing,0,True,2015-01-01,wip,0.4038003808134949,WIP
10__0,1,0,Team 10,Finishing,0,True,2015-01-03,wip,0.3998273165863575,WIP
10__0,2,0,Team 10,Finishing,0,True,2015-01-04,wip,0.3963694037554042,WIP
10__0,3,0,Team 10,Finishing,0,True,2015-01-05,wip,0.3925686434109733,WIP
10__0,4,0,Team 10,Finishing,0,True,2015-01-06,wip,0.3883083865844277,WIP
10__0,5,0,Team 10,Finishing,0,True,2015-01-07,wip,0.3848236323285009,WIP
10__0,6,0,Team 10,Finishing,0,True,2015-01-08,wip,0.382250236768801,WIP
10__0,7,0,Team 10,Finishing,0,True,2015-01-10,wip,0.3786510785315022,WIP
10__0,8,0,Team 10,Finishing,0,False,2015-01-11,wip,0.3759141627280118,WIP
10__0,9,0,Team 10,Finishing,0,False,2015-01-12,wip,0.380877399181056,WIP
10__0,10,0,Team 10,Finishing,0,False,2015-01-13,wip,0.3736491992241991,WIP
10__0,11,0,Team 10,Finishing,0,False,2015-01-14,wip,0.3767292260310906,WIP
10__0,12,0,Team 10,Finishing,0,False,2015-01-15,wip,0.3664203440996637,WIP
10__0,13,0,Team 10,Finishing,0,False,2015-01-17,wip,0.3605469770637108,WIP
10__0,14,0,Team 10,Finishing,0,False,2015-01-18,wip,0.3641413005719204,WIP
10__0,15,0,Team 10,Finishing,0,False,2015-01-19,wip,0.3650534521133141,WIP
10__0,16,0,Team 10,Finishing,0,False,2015-01-22,wip,0.3580527001024357,WIP
10__0,17,0,Team 10,Finishing,0,False,2015-01-24,wip,0.3536163415286063,WIP
10__0,18,0,Team 10,Finishing,0,False,2015-01-25,wip,0.3456086126794497,WIP
10__0,19,0,Team 10,Finishing,0,False,2015-01-26,wip,0.3244063327571341,WIP
10__0,20,0,Team 10,Finishing,0,False,2015-01-27,wip,0.3178096295605486,WIP
10__0,21,0,Team 10,Finishing,0,False,2015-01-28,wip,0.3170491031038156,WIP
10__0,22,0,Team 10,Finishing,0,False,2015-01-29,wip,0.316583965993187,WIP
10__0,23,0,Team 10,Finishing,0,False,2015-01-31,wip,0.3131165401190584,WIP
10__0,24,0,Team 10,Finishing,0,False,2015-02-01,wip,0.3121656579933351,WIP
10__0,25,0,Team 10,Finishing,0,False,2015-02-02,wip,0.3117071850038799,WIP
10__0,26,0,Team 10,Finishing,0,False,2015-02-05,wip,0.3118465067336282,WIP
10__0,27,0,Team 10,Finishing,0,False,2015-02-17,wip,0.3107902393780615,WIP
10__0,28,1,Team 10,Finishing,0,False,2015-02-18,wip,0.3113843210497606,WIP
10__0,29,1,Team 10,Finishing,0,False,2015-02-19,wip,0.3120229573385559,WIP
10__0,30,1,Team 10,Finishing,0,False,2015-02-22,wip,0.3133300931272417,WIP
10__0,31,1,Team 10,Finishing,0,False,2015-02-23,wip,0.3081046105374521,WIP
10__0,32,1,Team 10,Finishing,0,False,2015-02-24,wip,0.3063770269339455,WIP
10__0,33,1,Team 10,Finishing,0,False,2015-02-25,wip,0.3059419112447133,WIP
10__0,34,1,Team 10,Finishing,0,False,2015-02-26,wip,0.3080278921013092,WIP
10__0,35,1,Team 10,Finishing,0,False,2015-02-28,wip,0.3100251254679552,WIP
10__0,36,1,Team 10,Finishing,0,False,2015-03-01,wip,0.3108590873614356,WIP
10__0,37,2,Team 10,Finishing,0,False,2015-03-02,wip,0.3118285146509803,WIP
10__0,38,2,Team 10,Finishing,0,False,2015-03-03,wip,0.3135731650748808,WIP
10__0,39,2,Team 10,Finishing,0,False,2015-03-08,wip,0.3152143299776387,WIP
10__0,40,2,Team 10,Finishing,0,False,2015-03-09,wip,0.3434160463372737,WIP
10__0,41,2,Team 10,Finishing,0,False,2015-03-10,wip,0.3448698426059665,WIP
10__0,42,2,Team 10,Finishing,0,False,2015-03-11,wip,0.3454146820748301,WIP
10__1,0,0,Team 10,Sewing,0,True,2015-01-01,wip,0.4085825821562097,WIP
10__1,1,0,Team 10,Sewing,0,True,2015-01-03,wip,0.4092917141242356,WIP
10__1,2,0,Team 10,Sewing,0,True,2015-01-04,wip,0.4092231998086171,WIP
10__1,3,0,Team 10,Sewing,0,True,2015-01-05,wip,0.4106374864404469,WIP
10__1,4,0,Team 10,Sewing,0,True,2015-01-06,wip,0.4118058010683668,WIP
10__1,5,0,Team 10,Sewing,0,True,2015-01-07,wip,0.4100661205610135,WIP
10__1,6,0,Team 10,Sewing,0,True,2015-01-08,wip,0.4090052829661138,WIP
10__1,7,0,Team 10,Sewing,0,True,2015-01-10,wip,0.4091619131385217,WIP
10__1,8,0,Team 10,Sewing,0,False,2015-01-11,wip,0.4127465768376705,WIP
10__1,9,0,Team 10,Sewing,0,False,2015-01-12,wip,0.413340249455738,WIP
10__1,10,0,Team 10,Sewing,0,False,2015-01-13,wip,0.4076623050703347,WIP
10__1,11,0,Team 10,Sewing,0,False,2015-01-14,wip,0.4045987742316717,WIP
10__1,12,0,Team 10,Sewing,0,False,2015-01-15,wip,0.4045907127414864,WIP
10__1,13,0,Team 10,Sewing,0,False,2015-01-17,wip,0.4044901953535829,WIP
10__1,14,0,Team 10,Sewing,0,False,2015-01-18,wip,0.4050141659099927,WIP
10__1,15,0,Team 10,Sewing,0,False,2015-01-19,wip,0.4043904985529927,WIP
10__1,16,0,Team 10,Sewing,0,False,2015-01-20,wip,0.4036165755073416,WIP
10__1,17,0,Team 10,Sewing,0,False,2015-01-21,wip,0.4025971801687891,WIP
10__1,18,0,Team 10,Sewing,0,False,2015-01-22,wip,0.4039864618742718,WIP
10__1,19,0,Team 10,Sewing,0,False,2015-01-24,wip,0.4036773328281927,WIP
10__1,20,0,Team 10,Sewing,0,False,2015-01-25,wip,0.4033266558945969,WIP
10__1,21,0,Team 10,Sewing,0,False,2015-01-26,wip,0.404504655214383,WIP
10__1,22,0,Team 10,Sewing,0,False,2015-01-27,wip,0.4063758232441954,WIP
10__1,23,0,Team 10,Sewing,0,False,2015-01-28,wip,0.4078810737742586,WIP
10__1,24,0,Team 10,Sewing,0,False,2015-01-29,wip,0.4076048875045254,WIP
10__1,25,0,Team 10,Sewing,0,False,2015-01-31,wip,0.4075423943091895,WIP
10__1,26,0,Team 10,Sewing,0,False,2015-02-01,wip,0.4072084721975071,WIP
10__1,27,0,Team 10,Sewing,0,False,2015-02-02,wip,0.4007241334849684,WIP
10__1,28,0,Team 10,Sewing,0,False,2015-02-03,wip,0.4095003474423007,WIP
10__1,29,0,Team 10,Sewing,0,False,2015-02-04,wip,0.4137575225692795,WIP
10__1,30,0,Team 10,Sewing,0,False,2015-02-05,wip,0.4167049026523503,WIP
10__1,31,0,Team 10,Sewing,0,False,2015-02-07,wip,0.4159867311660807,WIP
10__1,32,0,Team 10,Sewing,0,False,2015-02-08,wip,0.4149872086302074,WIP
10__1,33,0,Team 10,Sewing,0,False,2015-02-09,wip,0.4140866037290737,WIP
10__1,34,0,Team 10,Sewing,0,False,2015-02-10,wip,0.4123763375523622,WIP
10__1,35,0,Team 10,Sewing,0,False,2015-02-11,wip,0.412429379083144,WIP
10__1,36,0,Team 10,Sewing,0,False,2015-02-12,wip,0.4164529732996982,WIP
10__1,37,0,Team 10,Sewing,1,False,2015-02-16,wip,0.4106824370209981,WIP
10__1,38,0,Team 10,Sewing,1,False,2015-02-17,wip,0.4037026033946411,WIP
10__1,39,1,Team 10,Sewing,1,False,2015-02-18,wip,0.3977223154232296,WIP
10__1,40,1,Team 10,Sewing,1,False,2015-02-19,wip,0.3896691924288456,WIP
10__1,41,1,Team 10,Sewing,1,False,2015-02-22,wip,0.3884445843315848,WIP
10__1,42,1,Team 10,Sewing,1,False,2015-02-23,wip,0.3862650487392957,WIP
10__1,43,1,Team 10,Sewing,1,False,2015-02-24,wip,0.3854558527991301,WIP
