Split,N,MAE,RMSE,Bias_pred_minus_actual,Coverage_80_pct,Coverage_95_pct,LowDay_AUC,Average_Precision,Brier
validation,83,0.12424598881646094,0.17027893804787161,0.056494887969535765,96.3855421686747,100.0,0.590566037735849,0.3915213698784688,0.3286203159303882
test,192,0.10303562686545831,0.1465188988645842,0.0306633223946155,95.83333333333334,99.47916666666666,0.5924414210128495,0.2999807815832152,0.3454683628472222
