feature,anova_f_score_train,anova_p_value_train,rank,selected
91,0.04182944703048233,0.8379832647768921,386,False
252,0.04144427152079464,0.8387206293686269,387,False
0,0.040487674890515704,0.8405674810705622,388,False
386,0.037910249946871845,0.8456596201019847,389,False
228,0.03686809665334398,0.8477694821964665,390,False
248,0.03449272729252745,0.852697063695743,391,False
187,0.03266718868361742,0.8566046129083912,392,False
225,0.031894188376179744,0.8582931518462839,393,False
108,0.029768662855923354,0.8630480939899922,394,False
323,0.029605513092385384,0.8634201956558141,395,False
162,0.02690034389705843,0.8697510140314687,396,False
25,0.02670150642768205,0.8702289942470836,397,False
44,0.025014448606370004,0.8743602517056013,398,False
566,0.024382033902482256,0.8759455858609088,399,False
520,0.023044967704017982,0.8793681829195166,400,False
308,0.021608260654313382,0.8831610893822144,401,False
23,0.021177432998560577,0.8843234371605677,402,False
459,0.01959363754575964,0.8887037111586212,403,False
53,0.017455379672552965,0.8949146131223514,404,False
429,0.01716037461714516,0.8958012802408785,405,False
425,0.016576387654196483,0.8975796721800448,406,False
583,0.01600223509418104,0.8993594403114136,407,False
291,0.013092376752493761,0.9089243306642563,408,False
307,0.01307687682387579,0.9089780234574081,409,False
309,0.012843801743794304,0.9097893319972283,410,False
282,0.0118702123617626,0.913261728191122,411,False
456,0.010899855316614797,0.916869176824721,412,False
16,0.009998624623172567,0.9203681055241524,413,False
212,0.009391364894804652,0.9228163679561321,414,False
585,0.009262928204296262,0.9233443278217169,415,False
277,0.008682356839319628,0.9257782869286573,416,False
489,0.008472199873840689,0.9266794924103672,417,False
350,0.008375092594414393,0.9270997189977526,418,False
156,0.005664600329112656,0.9400187907639023,419,False
584,0.004717493450684247,0.9452536963174569,420,False
176,0.004330801171249229,0.947542055378433,421,False
447,0.004131353490501752,0.948762519379914,422,False
442,0.003932107526967329,0.9500116606893165,423,False
147,0.0035517190080754163,0.9524880493816877,424,False
184,0.0031849495254207293,0.9550052961081124,425,False
589,0.002690616242573924,0.9586408313545906,426,False
555,0.0024645478877107596,0.9604149749629476,427,False
17,0.002260205399016278,0.962090238950379,428,False
96,0.0020633544262987987,0.9637775128160366,429,False
250,0.001756566518055532,0.9665769659566701,430,False
320,0.0014181987766550797,0.9699664524874817,431,False
118,0.001355414666547658,0.9706384675804508,432,False
496,0.0012518765607770954,0.971781697691278,433,False
420,0.0007914536417325919,0.9775613760064912,434,False
390,0.000788784245192784,0.9775992382285106,435,False
413,0.0002853807479252746,0.9865248850764802,436,False
119,0.0002796204046686349,0.986661561549216,437,False
570,0.0002206765511292426,0.9881504209267875,438,False
27,9.515803408077732e-05,0.992218619475842,439,False
134,1.6166120288818258e-05,0.9967926781068415,440,False
